M0,g,gv,ch,cl,total_widthV0,BRWW,BRhZ,BRuu,BRdd,BRnunu,BRbb,BRtt,BRjets,BRll
4000.0,0.6534,3.0,0.75,-8.43226,503.2136,0.0673499,0.0672247,0.10827115,0.108236946,0.10820275,0.1082365,0.10766465,0.6489173,0.072203584
4000.0,0.6534,3.0,0.83333,-8.43226,518.4726,0.080886774,0.080643214,0.104900725,0.10486379,0.104826875,0.10486336,0.10431314,0.6287055,0.06995845
4000.0,0.6534,3.0,0.91667,-8.43226,535.4877,0.09500774,0.09460026,0.10138973,0.101350345,0.10131098,0.10134993,0.10082186,0.6076519,0.06761942
4000.0,0.6534,3.0,1.0,-8.43226,554.2751,0.10954235,0.1089187,0.09778166,0.09774009,0.09769855,0.09773969,0.09723403,0.5860172,0.06521549
4000.0,0.6534,3.0,1.08333,-8.43226,574.8595,0.124338545,0.12344015,0.09411533,0.09407186,0.0940284,0.09407147,0.093588285,0.5640341,0.06277256
4000.0,0.6534,3.0,1.16667,-8.43226,597.2688,0.13925995,0.13802232,0.090425625,0.09038049,0.09033537,0.09038012,0.08991928,0.5419116,0.06031386
4000.0,0.6534,3.0,1.25,-8.43226,621.5254,0.15418151,0.1525349,0.08674449,0.08669793,0.08665139,0.08669757,0.086258784,0.51984113,0.05786071
4000.0,0.6534,3.0,1.33333,-8.43226,647.6621,0.16900064,0.16687046,0.08309818,0.08305044,0.08300272,0.083050095,0.08263294,0.49798024,0.05543064
4000.0,0.6534,3.0,1.41667,-8.43226,675.7158,0.18363146,0.18093868,0.079508774,0.07946005,0.07941136,0.07945972,0.079063654,0.476461,0.05303835
4000.0,0.6534,3.0,1.5,-8.43226,705.71606,0.1979987,0.19466053,0.07599556,0.075946055,0.07589658,0.07594574,0.075570144,0.4553991,0.05069673
4000.0,0.6534,3.0,1.58333,-8.43226,737.70575,0.2120471,0.2079772,0.07257283,0.07252272,0.072472654,0.072522424,0.0721666,0.43488008,0.04841531
4000.0,0.6534,3.0,1.66667,-8.43226,771.732,0.2257345,0.2208433,0.06925153,0.069200985,0.069150485,0.0692007,0.06886392,0.41496962,0.046201404
4000.0,0.6534,3.0,1.75,-8.43226,807.8335,0.23902564,0.23322085,0.066040836,0.06599001,0.06593922,0.06598973,0.06567123,0.3957226,0.04406113
4000.0,0.6534,3.0,1.83333,-8.43226,846.06494,0.25190043,0.24508701,0.06294612,0.062895134,0.062844194,0.06289487,0.06259386,0.37717122,0.041998096
4000.0,0.6534,3.0,1.91667,-8.43226,886.4864,0.26434737,0.25642765,0.059970606,0.059919585,0.059868608,0.05991934,0.059635025,0.3593347,0.040014446
4000.0,0.6534,3.0,2.0,-8.43226,929.148,0.2763579,0.26723197,0.057116713,0.057065763,0.057014856,0.057065524,0.056797132,0.34222758,0.038111806
4000.0,0.6534,3.0,2.08333,-8.43226,974.1193,0.287934,0.27749956,0.05438425,0.054333463,0.05428272,0.054333236,0.054079983,0.32584864,0.036290057
4000.0,0.6534,3.0,2.16667,-8.43226,1021.47644,0.2990826,0.28723463,0.05177184,0.051721293,0.051670797,0.05172108,0.05148221,0.31018955,0.03454829
4000.0,0.6534,3.0,2.25,-8.43226,1071.2845,0.30981055,0.2964419,0.049278032,0.0492278,0.049177624,0.0492276,0.04900238,0.29524162,0.032885544
4000.0,0.6534,3.0,2.33333,-8.43226,1123.632,0.3201319,0.30513263,0.046899665,0.046849813,0.04680001,0.04684962,0.046637338,0.2809859,0.031299714
4000.0,0.6534,3.0,2.41667,-8.43226,1178.616,0.330063,0.3133201,0.04463304,0.04458362,0.04453425,0.044583432,0.044383414,0.26740015,0.029788345
4000.0,0.6534,3.0,2.5,-8.43226,1236.3214,0.3396184,0.3210163,0.042474836,0.04242589,0.042377003,0.042425714,0.042237304,0.25446445,0.028349226
4000.0,0.6534,3.0,-2.5,-7.02689,1136.6914,0.3679308,0.34846354,0.03545339,0.035497848,0.03554236,0.0354977,0.03525417,0.21265432,0.023605993
4000.0,0.6534,3.0,-2.41667,-7.02689,1078.1445,0.35955355,0.3419146,0.037320144,0.037365265,0.03741044,0.03736511,0.03711045,0.22384636,0.02485005
4000.0,0.6534,3.0,-2.33333,-7.02689,1022.25635,0.35077927,0.33486643,0.03929901,0.039344776,0.039390597,0.039344616,0.03907822,0.2357104,0.026168866
4000.0,0.6534,3.0,-2.25,-7.02689,968.9505,0.3415816,0.3272945,0.041396372,0.041442756,0.041489195,0.041442584,0.04116382,0.24828465,0.027566694
4000.0,0.6534,3.0,-2.16667,-7.02689,918.13745,0.33193076,0.31917122,0.04361941,0.043666378,0.0437134,0.0436662,0.04337439,0.26161215,0.02904833
4000.0,0.6534,3.0,-2.08333,-7.02689,869.7349,0.32179677,0.3104686,0.04597536,0.046022873,0.046070434,0.046022683,0.045717128,0.27573627,0.030618599
4000.0,0.6534,3.0,-2.0,-7.02689,823.684,0.31115416,0.3011625,0.04847046,0.048518464,0.048566516,0.048518263,0.048198238,0.29069433,0.03228167
4000.0,0.6534,3.0,-1.91667,-7.02689,779.9133,0.2999751,0.29122677,0.051111445,0.051159877,0.05120836,0.051159665,0.05082441,0.3065267,0.034042038
4000.0,0.6534,3.0,-1.83333,-7.02689,738.3574,0.288234,0.28063735,0.053904545,0.053953335,0.05400217,0.05395311,0.053601854,0.3232707,0.035903864
4000.0,0.6534,3.0,-1.75,-7.02689,698.9704,0.27591294,0.26937744,0.0568541,0.056903157,0.05695226,0.056902923,0.05653487,0.34095228,0.037870053
4000.0,0.6534,3.0,-1.66667,-7.02689,661.6953,0.26299495,0.25743157,0.059964184,0.060013406,0.060062673,0.060013156,0.05962752,0.35959584,0.039943334
4000.0,0.6534,3.0,-1.58333,-7.02689,626.48004,0.24946958,0.24479073,0.06323723,0.0632865,0.063335806,0.06328624,0.06288222,0.3792159,0.042125337
4000.0,0.6534,3.0,-1.5,-7.02689,593.2888,0.23534031,0.23145978,0.06667222,0.06672139,0.06677059,0.06672111,0.066297956,0.39980623,0.044415392
4000.0,0.6534,3.0,-1.41667,-7.02689,562.07635,0.22061741,0.21745075,0.07026636,0.070315264,0.07036421,0.07031497,0.069871955,0.42135015,0.04681166
4000.0,0.6534,3.0,-1.33333,-7.02689,532.80145,0.2053254,0.2027902,0.074013285,0.07406174,0.074110225,0.07406143,0.073597886,0.44380933,0.049309906
4000.0,0.6534,3.0,-1.25,-7.02689,505.4365,0.18951218,0.18752824,0.07790074,0.07794853,0.07799635,0.077948205,0.07746355,0.46711028,0.051901985
4000.0,0.6534,3.0,-1.16667,-7.02689,479.9458,0.17324166,0.17173156,0.081912406,0.08195929,0.08200621,0.08195895,0.08145274,0.49115506,0.054577027
4000.0,0.6534,3.0,-1.08333,-7.02689,456.2974,0.15660253,0.15549226,0.08602567,0.086071394,0.08611713,0.08607104,0.08554297,0.5158081,0.057319988
4000.0,0.6534,3.0,-1.0,-7.02689,434.4702,0.13971819,0.13893755,0.09020922,0.09025347,0.09029774,0.0902531,0.08970308,0.5408815,0.060109995
4000.0,0.6534,3.0,-0.91667,-7.02689,414.43692,0.1227376,0.122221135,0.094425194,0.09446766,0.09451014,0.09446727,0.09389545,0.5661484,0.06292184
4000.0,0.6534,3.0,-0.83333,-7.02689,396.1734,0.10584343,0.105531104,0.09862723,0.09866756,0.09870791,0.09866715,0.09807396,0.59133065,0.06572461
4000.0,0.6534,3.0,-0.75,-7.02689,379.66418,0.08925869,0.089096636,0.10275878,0.10279661,0.10283445,0.10279618,0.10218237,0.6160893,0.06848064
4000.0,0.6534,3.0,-0.66667,-7.02689,364.8892,0.07323304,0.07317435,0.10675651,0.10679146,0.10682642,0.10679102,0.10615773,0.6400446,0.07114772
4000.0,0.6534,3.0,-0.58333,-7.02689,351.83133,0.05804492,0.058050297,0.11054982,0.1105815,0.1106132,0.11058105,0.10992981,0.6627735,0.07367876
4000.0,0.6534,3.0,-0.5,-7.02689,340.47998,0.043999445,0.044037573,0.11406138,0.114089414,0.11411746,0.114088945,0.11342172,0.6838122,0.07602223
4000.0,0.6534,3.0,-0.41667,-7.02689,330.8217,0.031406675,0.031454448,0.11721257,0.1172366,0.117260635,0.117236115,0.1165553,0.7026897,0.07812569
4000.0,0.6534,3.0,-0.33333,-7.02689,322.84573,0.020574134,0.020616442,0.119925454,0.119945146,0.11996484,0.11994465,0.11925303,0.7189388,0.07993718
4000.0,0.6534,3.0,-0.25,-7.02689,316.54593,0.011793718,0.011822879,0.12212606,0.122141115,0.122156166,0.12214061,0.12144135,0.7321162,0.08140734
4000.0,0.6534,3.0,-0.16667,-7.02689,311.91498,0.005316536,0.0053312625,0.12375073,0.12376091,0.12377109,0.123760395,0.12305696,0.7418406,0.0824937
4000.0,0.6534,3.0,-0.08333,-7.02689,308.94818,0.0013412595,0.0013452142,0.12474911,0.12475424,0.12475938,0.12475373,0.124049805,0.7478102,0.08316265
4000.0,0.6534,3.0,0.0,-7.02689,307.64355,0.0,0.0,0.12508772,0.12508772,0.12508772,0.1250872,0.12438657,0.7498246,0.08339181
4000.0,0.6534,3.0,0.08333,-7.02689,307.99976,0.0013453893,0.0013493566,0.12475321,0.12474806,0.1247429,0.12474754,0.124054,0.747804,0.08317224
4000.0,0.6534,3.0,0.16667,-7.02689,310.01797,0.0053490694,0.005363887,0.123752765,0.12374253,0.12373229,0.123742014,0.12305922,0.7417918,0.08250867
4000.0,0.6534,3.0,0.25,-7.02689,313.70035,0.011900722,0.011930142,0.122114345,0.12209916,0.12208398,0.122098655,0.12143003,0.73195565,0.081419684
4000.0,0.6534,3.0,0.33333,-7.02689,319.0515,0.020818926,0.02086169,0.11988392,0.11986401,0.1198441,0.11986351,0.119212165,0.7185715,0.079935886
4000.0,0.6534,3.0,0.41667,-7.02689,326.0786,0.0318639,0.0319122,0.11712226,0.1170979,0.11707354,0.117097415,0.11646604,0.7020037,0.07809775
4000.0,0.6534,3.0,0.5,-7.02689,334.78806,0.04474849,0.04478682,0.11390217,0.113873675,0.113845184,0.1138732,0.11326404,0.6826889,0.075953774
4000.0,0.6534,3.0,0.58333,-7.02689,345.1906,0.0591637,0.05916819,0.11030195,0.11026968,0.110237435,0.110269226,0.10968404,0.6610965,0.07355615
4000.0,0.6534,3.0,0.66667,-7.02689,357.2997,0.07479267,0.07473079,0.10640195,0.1063663,0.10633066,0.10636586,0.10580595,0.63770825,0.07095841
4000.0,0.6534,3.0,0.75,-7.02689,371.1264,0.09131928,0.091150016,0.10228233,0.10224368,0.102205046,0.10224326,0.10170945,0.6130047,0.068214
4000.0,0.6534,3.0,0.83333,-7.02689,386.68793,0.1084516,0.10812584,0.09801712,0.09797586,0.09793462,0.097975455,0.097468175,0.5874296,0.065372266
4000.0,0.6534,3.0,0.91667,-7.02689,404.00464,0.12592539,0.12538655,0.09367338,0.09362988,0.09358641,0.093629494,0.093148805,0.5613848,0.062477928
4000.0,0.6534,3.0,1.0,-7.02689,423.09262,0.14350292,0.14268772,0.08931141,0.08926605,0.0892207,0.089265674,0.08881131,0.5352319,0.059571203
4000.0,0.6534,3.0,1.08333,-7.02689,443.97653,0.16098797,0.1598273,0.08498106,0.08493416,0.08488728,0.08493381,0.08450525,0.5092695,0.05668533
4000.0,0.6534,3.0,1.16667,-7.02689,466.68417,0.17821965,0.17663926,0.08072323,0.0806751,0.080626994,0.08067477,0.0802713,0.4837427,0.053847596
4000.0,0.6534,3.0,1.25,-7.02689,491.2378,0.19506447,0.1929859,0.07657186,0.07652278,0.076473735,0.07652246,0.076143205,0.4588549,0.051080644
4000.0,0.6534,3.0,1.33333,-7.02689,517.6702,0.21142587,0.20876701,0.07255157,0.0725018,0.07245207,0.0725015,0.07214546,0.4347537,0.048400916
4000.0,0.6534,3.0,1.41667,-7.02689,546.0181,0.22723417,0.22390977,0.068680204,0.06862997,0.06857977,0.06862969,0.0682958,0.4115458,0.045820322
4000.0,0.6534,3.0,1.5,-7.02689,576.3109,0.24243732,0.23835973,0.0649711,0.0649206,0.064870134,0.06492033,0.064607486,0.38931116,0.04334776
4000.0,0.6534,3.0,1.58333,-7.02689,608.59125,0.25700852,0.25208783,0.06143125,0.061380655,0.0613301,0.0613804,0.06108748,0.36809167,0.040987927
4000.0,0.6534,3.0,1.66667,-7.02689,642.9062,0.27093655,0.26508084,0.058063734,0.058013193,0.057962697,0.05801295,0.057738837,0.3479056,0.038742878
4000.0,0.6534,3.0,1.75,-7.02689,679.29407,0.28421798,0.27733377,0.054869607,0.054819252,0.054768942,0.054819025,0.054562613,0.32875934,0.036613338
4000.0,0.6534,3.0,1.83333,-7.02689,717.8093,0.29686427,0.28885636,0.051846225,0.051796164,0.051746152,0.051795952,0.051556174,0.31063688,0.034597557
4000.0,0.6534,3.0,1.91667,-7.02689,758.5118,0.30889413,0.2996656,0.04898914,0.048939466,0.048889846,0.048939265,0.0487151,0.29351157,0.032692574
4000.0,0.6534,3.0,2.0,-7.02689,801.45105,0.32032746,0.30978,0.04629355,0.046244346,0.04619519,0.046244152,0.04603461,0.27735454,0.030895203
4000.0,0.6534,3.0,2.08333,-7.02689,846.69635,0.33119237,0.31922585,0.04375266,0.043703984,0.043655366,0.043703806,0.04350796,0.26212505,0.029200925
4000.0,0.6534,3.0,2.16667,-7.02689,894.32336,0.34151924,0.32803148,0.041359127,0.041311037,0.041263007,0.04131087,0.04112784,0.24777903,0.027604848
4000.0,0.6534,3.0,2.25,-7.02689,944.3966,0.35133624,0.33622345,0.03910611,0.039058648,0.039011247,0.039058488,0.03888744,0.23427543,0.026102418
4000.0,0.6534,3.0,2.33333,-7.02689,997.0039,0.36067608,0.34383202,0.036985744,0.036938947,0.036892205,0.036938794,0.036778953,0.22156711,0.0246884
4000.0,0.6534,3.0,2.41667,-7.02689,1052.2416,0.36957127,0.35088694,0.034990236,0.03494413,0.03489808,0.034943983,0.03479462,0.20960732,0.023357602
4000.0,0.6534,3.0,2.5,-7.02689,1110.194,0.3780508,0.3574149,0.033112627,0.033067234,0.033021897,0.033067096,0.03292753,0.19835433,0.02210539
4000.0,0.6534,3.0,-2.5,-5.62151,1019.6872,0.41027823,0.3885093,0.0251494,0.025189074,0.025228811,0.02518897,0.02500799,0.1508739,0.016739858
4000.0,0.6534,3.0,-2.41667,-5.62151,961.33594,0.4033543,0.38351312,0.026640043,0.026680553,0.026721125,0.026680442,0.026490266,0.15981188,0.017733062
4000.0,0.6534,3.0,-2.33333,-5.62151,905.648,0.3960423,0.37802958,0.028240185,0.02828154,0.028322954,0.028281422,0.028081432,0.1694063,0.018799262
4000.0,0.6534,3.0,-2.25,-5.62151,852.5463,0.38830465,0.37202293,0.029959003,0.0300012,0.03004346,0.030001078,0.029790604,0.17971207,0.019944575
4000.0,0.6534,3.0,-2.16667,-5.62151,801.9407,0.38009825,0.36545235,0.031807,0.031850047,0.03189315,0.031849913,0.031628236,0.19079223,0.021176012
4000.0,0.6534,3.0,-2.08333,-5.62151,753.7484,0.37137672,0.35827342,0.03379554,0.03383942,0.03388336,0.03383928,0.033605617,0.2027148,0.022501143
4000.0,0.6534,3.0,-2.0,-5.62151,707.91,0.36209393,0.3504412,0.03593601,0.035980713,0.036025476,0.035980564,0.03573408,0.21554808,0.023927571
4000.0,0.6534,3.0,-1.91667,-5.62151,664.3535,0.35219792,0.34190524,0.038241223,0.03828673,0.038332295,0.03828657,0.038026363,0.22936882,0.025463844
4000.0,0.6534,3.0,-1.83333,-5.62151,623.0135,0.3416341,0.33261222,0.04072468,0.04077096,0.040817294,0.04077079,0.04049589,0.24425794,0.027118968
4000.0,0.6534,3.0,-1.75,-5.62151,583.8434,0.3303501,0.3225104,0.04339942,0.043446425,0.043493483,0.043446247,0.043155633,0.26029354,0.028901642
4000.0,0.6534,3.0,-1.66667,-5.62151,546.78613,0.31828916,0.31154397,0.046279527,0.046327204,0.046374924,0.04632701,0.046019588,0.27756006,0.03082127
4000.0,0.6534,3.0,-1.58333,-5.62151,511.7894,0.30539507,0.29965758,0.049378973,0.049427237,0.049475547,0.049427032,0.049101654,0.2961411,0.03288717
4000.0,0.6534,3.0,-1.5,-5.62151,478.81714,0.29161945,0.2868032,0.052709814,0.052758567,0.05280737,0.052758347,0.052413817,0.3161089,0.0351074
4000.0,0.6534,3.0,-1.41667,-5.62151,447.82388,0.27691555,0.27293473,0.05628368,0.056332804,0.056381967,0.05633257,0.05596765,0.33753318,0.037489735
4000.0,0.6534,3.0,-1.33333,-5.62151,418.7684,0.26124623,0.25801593,0.06010977,0.06015911,0.060208485,0.06015886,0.059772294,0.3604689,0.040040318
4000.0,0.6534,3.0,-1.25,-5.62151,391.62277,0.24459553,0.24203144,0.06419203,0.06424138,0.06429078,0.06424112,0.063831665,0.38493955,0.042761803
4000.0,0.6534,3.0,-1.16667,-5.62151,366.35132,0.2269639,0.22498296,0.06853018,0.06857934,0.06862853,0.06857905,0.068145506,0.41094357,0.04565404
4000.0,0.6534,3.0,-1.08333,-5.62151,342.92203,0.20838152,0.20690233,0.07311651,0.07316519,0.0732139,0.07316489,0.07270613,0.4384344,0.04871191
4000.0,0.6534,3.0,-1.0,-5.62151,321.3136,0.18892513,0.18786831,0.07793159,0.07797947,0.078027375,0.07797915,0.077494234,0.46729547,0.051922493
4000.0,0.6534,3.0,-0.91667,-5.62151,301.49878,0.16871545,0.16800469,0.082944855,0.082991555,0.083038285,0.08299121,0.08247941,0.49734342,0.05526545
4000.0,0.6534,3.0,-0.83333,-5.62151,283.45334,0.14793493,0.14749788,0.08811019,0.08815529,0.08820041,0.08815493,0.08761581,0.52830166,0.058710076
4000.0,0.6534,3.0,-0.75,-5.62151,267.16177,0.12684633,0.12661573,0.09336126,0.09340427,0.093447305,0.09340388,0.09283747,0.5597724,0.062212177
4000.0,0.6534,3.0,-0.66667,-5.62151,252.60399,0.105786234,0.10570131,0.09861307,0.09865346,0.09869386,0.09865305,0.09805986,0.59124595,0.06571513
4000.0,0.6534,3.0,-0.58333,-5.62151,239.76288,0.08517606,0.08518388,0.103759214,0.103796415,0.10383363,0.10379598,0.10317721,0.62208444,0.06914802
4000.0,0.6534,3.0,-0.5,-5.62151,228.62779,0.065525465,0.06558222,0.108671084,0.10870449,0.10873791,0.10870404,0.10806158,0.65151674,0.07242512
4000.0,0.6534,3.0,-0.41667,-5.62151,219.18529,0.047402877,0.047474977,0.11320518,0.1132342,0.11326323,0.11323373,0.112570316,0.67868274,0.07545078
4000.0,0.6534,3.0,-0.33333,-5.62151,211.4246,0.031416737,0.03148134,0.11720794,0.11723199,0.117256045,0.1172315,0.11655069,0.702662,0.07812259
4000.0,0.6534,3.0,-0.25,-5.62151,205.33958,0.018180875,0.018225828,0.12052442,0.12054299,0.120561555,0.12054249,0.119848646,0.7225259,0.08033724
4000.0,0.6534,3.0,-0.16667,-5.62151,200.92291,0.00825345,0.008276311,0.123013735,0.12302638,0.12303903,0.12302587,0.12232408,0.73743016,0.08200073
4000.0,0.6534,3.0,-0.08333,-5.62151,198.16994,0.002091032,0.0020971973,0.124560624,0.12456703,0.12457344,0.12456652,0.12386236,0.74668413,0.08303615
4000.0,0.6534,3.0,0.0,-5.62151,197.07863,0.0,0.0,0.12508772,0.12508772,0.12508772,0.1250872,0.12438657,0.7498246,0.08339181
4000.0,0.6534,3.0,0.08333,-5.62151,197.64766,0.0020965573,0.0021027392,0.12456564,0.124559216,0.124552794,0.1245587,0.1238675,0.74667585,0.083048046
4000.0,0.6534,3.0,0.16667,-5.62151,199.87825,0.0082965875,0.00831957,0.123015575,0.12300287,0.12299017,0.123002365,0.122326195,0.7373654,0.08201886
4000.0,0.6534,3.0,0.25,-5.62151,203.77254,0.018320719,0.01836601,0.120507985,0.12048929,0.12047059,0.12048879,0.119832724,0.722316,0.08035112
4000.0,0.6534,3.0,0.33333,-5.62151,209.3351,0.031730477,0.03179567,0.11715349,0.117129214,0.11710494,0.11712873,0.116497084,0.7021912,0.07811851
4000.0,0.6534,3.0,0.41667,-5.62151,216.57317,0.04797508,0.04804784,0.11309107,0.113061726,0.113032386,0.11306126,0.1124575,0.6778243,0.075413615
4000.0,0.6534,3.0,0.5,-5.62151,225.4931,0.06643754,0.066494554,0.10847642,0.10844259,0.10840876,0.108442135,0.10786877,0.65014887,0.07234018
4000.0,0.6534,3.0,0.58333,-5.62151,236.10564,0.08649791,0.08650469,0.10346604,0.10342831,0.1033906,0.10342788,0.10288651,0.62010306,0.069002524
4000.0,0.6534,3.0,0.66667,-5.62151,248.42426,0.10757078,0.10748219,0.09820769,0.098166674,0.09812568,0.09816627,0.09765767,0.5885726,0.06549915
4000.0,0.6534,3.0,0.75,-5.62151,262.45987,0.12912688,0.12888822,0.092835,0.09279129,0.09274759,0.0927909,0.09231513,0.5563586,0.06191916
4000.0,0.6534,3.0,0.83333,-5.62151,278.2298,0.15072544,0.15027377,0.087459296,0.08741342,0.08736758,0.087413065,0.08696958,0.524128,0.05833679
4000.0,0.6534,3.0,0.91667,-5.62151,295.75433,0.17201258,0.17127813,0.08216997,0.082122445,0.082074955,0.08212211,0.08170992,0.49241683,0.05481168
4000.0,0.6534,3.0,1.0,-5.62151,315.04944,0.1927111,0.1916187,0.07703709,0.076988354,0.07693966,0.076988034,0.07660582,0.4616447,0.051390566
4000.0,0.6534,3.0,1.08333,-5.62151,336.13977,0.2126278,0.21109806,0.07210953,0.07205998,0.072010465,0.07205968,0.07170589,0.4321046,0.048106078
4000.0,0.6534,3.0,1.16667,-5.62151,359.05307,0.23163454,0.22958484,0.0674198,0.06736976,0.06731976,0.067369476,0.06704245,0.403991,0.04497991
4000.0,0.6534,3.0,1.25,-5.62151,383.81143,0.24965005,0.24699557,0.062988505,0.06293827,0.06288807,0.06293801,0.062636,0.37742755,0.042025857
4000.0,0.6534,3.0,1.33333,-5.62151,410.4476,0.26664224,0.26329637,0.058823943,0.05877374,0.058723584,0.0587735,0.05849478,0.35246363,0.039249457
4000.0,0.6534,3.0,1.41667,-5.62151,438.99817,0.28261065,0.27848548,0.054926403,0.05487643,0.05482651,0.05487621,0.054619085,0.32910094,0.036650945
4000.0,0.6534,3.0,1.5,-5.62151,469.4923,0.2975726,0.29257938,0.051291674,0.0512421,0.05119257,0.051241886,0.051004726,0.30731413,0.034227535
4000.0,0.6534,3.0,1.58333,-5.62151,501.9725,0.3115676,0.30561668,0.04791001,0.047860954,0.047811948,0.047860757,0.04764201,0.28704467,0.031972744
4000.0,0.6534,3.0,1.66667,-5.62151,536.4857,0.3246454,0.31764627,0.044769075,0.044720642,0.044672262,0.044720456,0.044518676,0.26821855,0.029878372
4000.0,0.6534,3.0,1.75,-5.62151,573.0699,0.3368576,0.32871923,0.041856032,0.041808303,0.041760627,0.04180813,0.041621953,0.25075874,0.027935877
4000.0,0.6534,3.0,1.83333,-5.62151,611.7793,0.34826386,0.33889425,0.039156098,0.039109133,0.039062224,0.039108973,0.038937144,0.23457657,0.026135415
4000.0,0.6534,3.0,1.91667,-5.62151,652.6734,0.3589243,0.3482303,0.03665438,0.036608223,0.036562122,0.03660807,0.03644944,0.21958269,0.024467062
4000.0,0.6534,3.0,2.0,-5.62151,695.80145,0.3688946,0.35678217,0.034337062,0.034291744,0.03424649,0.034291603,0.034145102,0.2056943,0.022921626
4000.0,0.6534,3.0,2.08333,-5.62151,741.2323,0.37823245,0.364606,0.032189913,0.03214546,0.03210107,0.03214533,0.032009978,0.19282605,0.02148962
4000.0,0.6534,3.0,2.16667,-5.62151,789.04114,0.3869927,0.37175485,0.030199448,0.030155871,0.030112356,0.030155746,0.03003066,0.18089703,0.020162059
4000.0,0.6534,3.0,2.25,-5.62151,839.2918,0.39522403,0.37827596,0.028353654,0.028310958,0.028268328,0.028310841,0.028195202,0.16983525,0.018930944
4000.0,0.6534,3.0,2.33333,-5.62151,892.07166,0.40297532,0.3842158,0.026640624,0.026598811,0.026557062,0.026598701,0.026491765,0.15956932,0.017788336
4000.0,0.6534,3.0,2.41667,-5.62151,947.4763,0.41029185,0.38961703,0.02504935,0.025008414,0.024967546,0.025008311,0.0249094,0.15003322,0.0167269
4000.0,0.6534,3.0,2.5,-5.62151,1005.5891,0.4172133,0.39451692,0.023570215,0.02353015,0.023490155,0.023530053,0.023438545,0.14116932,0.01574023
4000.0,0.6534,3.0,-2.5,-4.21613,929.5823,0.45019257,0.4262369,0.015440836,0.015473512,0.015506257,0.015473448,0.015353922,0.09265606,0.010272153
4000.0,0.6534,3.0,-2.41667,-4.21613,871.3399,0.44514272,0.4231852,0.0164538,0.016487356,0.01652098,0.01648729,0.0163612,0.098730795,0.010946875
4000.0,0.6534,3.0,-2.33333,-4.21613,815.7658,0.43979087,0.419735,0.017554373,0.017588839,0.017623374,0.017588766,0.017455593,0.10533078,0.011679983
4000.0,0.6534,3.0,-2.25,-4.21613,762.7822,0.43409792,0.41584942,0.018752063,0.01878747,0.018822944,0.018787393,0.018646559,0.11251301,0.012477815
4000.0,0.6534,3.0,-2.16667,-4.21613,712.29834,0.428018,0.4114851,0.020058025,0.020094402,0.020130847,0.02009432,0.01994519,0.120344356,0.013347808
4000.0,0.6534,3.0,-2.08333,-4.21613,664.2309,0.42149955,0.4065927,0.021484882,0.02152226,0.021559702,0.02152217,0.021364037,0.12890048,0.0142983785
4000.0,0.6534,3.0,-2.0,-4.21613,618.51984,0.4144871,0.4011182,0.023046335,0.023084741,0.023123212,0.023084646,0.022916727,0.13826352,0.015338662
4000.0,0.6534,3.0,-1.91667,-4.21613,575.09296,0.40691587,0.39499843,0.024758384,0.024797844,0.024837365,0.02479774,0.024619166,0.14852935,0.016479325
4000.0,0.6534,3.0,-1.83333,-4.21613,533.8843,0.39871296,0.38816202,0.026639085,0.026679618,0.026720215,0.026679508,0.026489314,0.15980622,0.017732408
4000.0,0.6534,3.0,-1.75,-4.21613,494.84702,0.38979983,0.3805311,0.028707994,0.028749617,0.028791301,0.028749498,0.028546615,0.17221132,0.019110953
4000.0,0.6534,3.0,-1.66667,-4.21613,457.9237,0.38008586,0.37201598,0.030987687,0.031030409,0.031073188,0.031030279,0.030813517,0.18587998,0.020630017
4000.0,0.6534,3.0,-1.58333,-4.21613,423.06192,0.3694701,0.3625164,0.03350332,0.033547137,0.03359101,0.033547,0.033315036,0.20096293,0.022306375
4000.0,0.6534,3.0,-1.5,-4.21613,390.22528,0.35784566,0.35192555,0.03628164,0.036326535,0.036371484,0.036326386,0.036077775,0.21762049,0.024157869
4000.0,0.6534,3.0,-1.41667,-4.21613,359.36826,0.34509254,0.3401236,0.039352663,0.0393986,0.039444584,0.039398436,0.03913157,0.23603252,0.026204523
4000.0,0.6534,3.0,-1.33333,-4.21613,330.4494,0.33108222,0.3269821,0.04274853,0.042795446,0.04284241,0.042795267,0.04250839,0.25639158,0.028467778
4000.0,0.6534,3.0,-1.25,-4.21613,303.44064,0.31568673,0.31237257,0.046501353,0.046549153,0.046597,0.04654896,0.04624017,0.2788901,0.030969068
4000.0,0.6534,3.0,-1.16667,-4.21613,278.3062,0.29877377,0.29616243,0.05064427,0.05069282,0.050741415,0.05069261,0.050359856,0.3037266,0.03373051
4000.0,0.6534,3.0,-1.08333,-4.21613,255.01402,0.28021988,0.2782281,0.05520822,0.05525733,0.055306487,0.055257104,0.054898217,0.3310864,0.036772765
4000.0,0.6534,3.0,-1.0,-4.21613,233.5427,0.25993153,0.25847566,0.060216673,0.060266096,0.06031556,0.060265847,0.059878595,0.36110997,0.040111527
4000.0,0.6534,3.0,-0.91667,-4.21613,213.86487,0.23785141,0.23684813,0.065683976,0.06573337,0.06578281,0.065733105,0.065315254,0.39388305,0.04375641
4000.0,0.6534,3.0,-0.83333,-4.21613,195.95633,0.21399145,0.21335843,0.07160707,0.07165601,0.07170498,0.07165571,0.07120515,0.42938697,0.047705438
