M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
4000.0,0.6534,3.0,-2.5,11.24302,1550.5311,0.25571662,0.2713381,0.0788709,0.35458723
4000.0,0.6534,3.0,-2.41667,11.24302,1493.6305,0.24699062,0.26095018,0.08205913,0.36892083
4000.0,0.6534,3.0,-2.33333,11.24302,1439.4675,0.23793454,0.25035068,0.0853377,0.3836606
4000.0,0.6534,3.0,-2.25,11.24302,1387.9554,0.22856018,0.23954765,0.088703305,0.39879167
4000.0,0.6534,3.0,-2.16667,11.24302,1338.9956,0.21887898,0.22854844,0.09215281,0.41429994
4000.0,0.6534,3.0,-2.08333,11.24302,1292.4983,0.20890562,0.21736364,0.09568201,0.43016648
4000.0,0.6534,3.0,-2.0,11.24302,1248.3972,0.19866206,0.20601171,0.09928415,0.44636095
4000.0,0.6534,3.0,-1.91667,11.24302,1206.6152,0.18817084,0.19451116,0.10295238,0.46285257
4000.0,0.6534,3.0,-1.83333,11.24302,1167.0819,0.17745884,0.18288484,0.10667842,0.47960407
4000.0,0.6534,3.0,-1.75,11.24302,1129.7463,0.16656163,0.17116459,0.11045102,0.49656487
4000.0,0.6534,3.0,-1.66667,11.24302,1094.5479,0.15551607,0.15938298,0.11425859,0.5136829
4000.0,0.6534,3.0,-1.58333,11.24302,1061.4312,0.14436428,0.14757788,0.1180878,0.5308983
4000.0,0.6534,3.0,-1.5,11.24302,1030.3569,0.13315792,0.13579665,0.12192213,0.5481366
4000.0,0.6534,3.0,-1.41667,11.24302,1001.2777,0.12195021,0.124087825,0.1257446,0.5653217
4000.0,0.6534,3.0,-1.33333,11.24302,974.1503,0.11079982,0.11250526,0.12953645,0.582369
4000.0,0.6534,3.0,-1.25,11.24302,948.9446,0.09977468,0.10111202,0.13327584,0.5991805
4000.0,0.6534,3.0,-1.16667,11.24302,925.62366,0.08894354,0.08997168,0.13694067,0.61565685
4000.0,0.6534,3.0,-1.08333,11.24302,904.1544,0.078379475,0.07915197,0.14050747,0.63169247
4000.0,0.6534,3.0,-1.0,11.24302,884.5141,0.06816281,0.0687279,0.14395034,0.6471709
4000.0,0.6534,3.0,-0.91667,11.24302,866.67474,0.058372468,0.05877291,0.14724384,0.6619778
