M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
1000.0,0.6534,1.0,-7.5,1.40538,22.898666,2.236068,-1.9897132,0.12757401,0.56550425
1000.0,0.6534,1.0,-7.25,1.40538,26.834166,1.910571,-1.558447,0.10957298,0.4857094
1000.0,0.6534,1.0,-7.0,1.40538,31.195114,1.645326,-1.2067176,0.094855994,0.42047206
1000.0,0.6534,1.0,-6.75,1.40538,36.04299,1.4253527,-0.9147523,0.082607135,0.3661754
1000.0,0.6534,1.0,-6.5,1.40538,41.450462,1.2402784,-0.6688621,0.07226167,0.3203161
1000.0,0.6534,1.0,-6.25,1.40538,47.503822,1.0826951,-0.45927113,0.06341645,0.28110713
1000.0,0.6534,1.0,-6.0,1.40538,54.306095,0.94717246,-0.2788145,0.055776194,0.24723949
1000.0,0.6534,1.0,-5.75,1.40538,61.980904,0.82964057,-0.12212331,0.049119793,0.21773307
1000.0,0.6534,1.0,-5.5,1.40538,70.67742,0.7269903,0.014902671,0.043278567,0.19184017
1000.0,0.6534,1.0,-5.25,1.40538,80.576645,0.63680726,0.13544686,0.038121752,0.16898113
1000.0,0.6534,1.0,-5.0,1.40538,91.89942,0.5571893,0.24201673,0.033546556,0.1487003
1000.0,0.6534,1.0,-4.75,1.40538,104.916725,0.48661867,0.3366127,0.029471224,0.13063525
1000.0,0.6534,1.0,-4.5,1.40538,119.96268,0.42387155,0.42084944,0.025830083,0.11449489
1000.0,0.6534,1.0,-4.25,1.40538,137.45079,0.36795247,0.49604622,0.022570008,0.10004374
1000.0,0.6534,1.0,-4.0,1.40538,157.8907,0.31805223,0.5633084,0.019648194,0.08709203
1000.0,0.6534,1.0,-3.75,1.40538,114.22341,0.32323885,0.5045891,0.028752806,0.12745029
1000.0,0.6534,1.0,-3.5,1.40538,88.0289,0.32335213,0.44503343,0.038805254,0.17201003
1000.0,0.6534,1.0,-3.25,1.40538,72.87807,0.31297874,0.39943728,0.04826444,0.21393998
1000.0,0.6534,1.0,-3.0,1.40538,62.19397,0.29644492,0.3583286,0.058002964,0.25710815
1000.0,0.6534,1.0,-2.75,1.40538,54.071198,0.27510118,0.31887135,0.068272784,0.3026314
1000.0,0.6534,1.0,-2.5,1.40538,47.66137,0.24969186,0.27987182,0.07915031,0.35084844
1000.0,0.6534,1.0,-2.25,1.40538,42.507076,0.22086094,0.24087738,0.09060353,0.40161732
1000.0,0.6534,1.0,-2.0,1.40538,38.33271,0.18935885,0.2019244,0.102499805,0.45435017
1000.0,0.6534,1.0,-1.75,1.40538,34.959927,0.15615653,0.1634581,0.11460021,0.50798786
1000.0,0.6534,1.0,-1.5,1.40538,32.267704,0.12250314,0.12629497,0.12655616,0.5609852
1000.0,0.6534,1.0,-1.25,1.40538,30.17143,0.08992237,0.09157092,0.13791877,0.6113525
1000.0,0.6534,1.0,-1.0,1.40538,28.61105,0.060133655,0.0606426,0.1481689,0.65678847
1000.0,0.6534,1.0,-0.75,1.40538,27.543993,0.03489412,0.034930136,0.15677032,0.6949161
1000.0,0.6534,1.0,-0.5,1.40538,26.940802,0.01578034,0.015714316,0.16324076,0.72359776
1000.0,0.6534,1.0,-0.25,1.40538,26.782377,0.003957509,0.0039284676,0.16722609,0.7412636
1000.0,0.6534,1.0,0.0,1.40538,27.058292,0.0,0.0,0.16855729,0.7471645
1000.0,0.6534,1.0,0.25,1.40538,27.765827,0.0038183143,0.0037885164,0.16727322,0.7414726
1000.0,0.6534,1.0,0.5,1.40538,28.909588,0.014712465,0.014636418,0.16360311,0.725204
1000.0,0.6534,1.0,0.75,1.40538,30.50162,0.031528298,0.0315099,0.15791628,0.6999959
1000.0,0.6534,1.0,1.0,1.40538,32.562027,0.052863587,0.053182807,0.15065642,0.6678149
1000.0,0.6534,1.0,1.25,1.40538,35.120197,0.077266894,0.078413405,0.1422781,0.6306762
1000.0,0.6534,1.0,1.5,1.40538,38.216816,0.10338972,0.106080055,0.13319828,0.5904278
1000.0,0.6534,1.0,1.75,1.40538,41.907,0.13007703,0.13526411,0.12376691,0.5486212
1000.0,0.6534,1.0,2.0,1.40538,46.2652,0.15640117,0.16528599,0.11425526,0.50645864
1000.0,0.6534,1.0,2.25,1.40538,51.39298,0.18165389,0.19570953,0.10485643,0.46479627
1000.0,0.6534,1.0,2.5,1.40538,57.431824,0.20531228,0.22633268,0.095692724,0.4241761
1000.0,0.6534,1.0,2.75,1.40538,64.5855,0.22699066,0.25718185,0.08682468,0.38486648
1000.0,0.6534,1.0,3.0,1.40538,73.16182,0.24638267,0.28853038,0.07825773,0.34689155
1000.0,0.6534,1.0,3.25,1.40538,83.659164,0.26318794,0.32097644,0.0699414,0.3100275
1000.0,0.6534,1.0,3.5,1.40538,96.97373,0.2769932,0.35567546,0.061750047,0.2737174
1000.0,0.6534,1.0,3.75,1.40538,115.025856,0.28698465,0.39508843,0.053404845,0.23672533
1000.0,0.6534,1.0,4.0,1.40538,143.76534,0.29070628,0.44659045,0.044073164,0.19536035
1000.0,0.6534,1.0,4.25,1.40538,205.20906,0.28342658,0.5228274,0.032377284,0.1435154
1000.0,0.6534,1.0,4.5,1.40538,185.4706,0.3183069,0.46609968,0.036045354,0.15977542
1000.0,0.6534,1.0,4.75,1.40538,168.3259,0.35549146,0.40551034,0.03999164,0.17726868
1000.0,0.6534,1.0,5.0,1.40538,153.3664,0.3950069,0.34092864,0.044223864,0.19602945
1000.0,0.6534,1.0,5.25,1.40538,140.25159,0.436889,0.2722513,0.048751175,0.21609826
1000.0,0.6534,1.0,5.5,1.40538,128.70172,0.48117244,0.19938245,0.05358295,0.2375167
1000.0,0.6534,1.0,5.75,1.40538,118.486565,0.5278887,0.122232385,0.058728535,0.26032618
1000.0,0.6534,1.0,6.0,1.40538,109.41571,0.5770648,0.04071832,0.06419705,0.2845671
1000.0,0.6534,1.0,6.25,1.40538,101.33096,0.62872195,-0.045233957,0.06999724,0.3102783
1000.0,0.6534,1.0,6.5,1.40538,94.100235,0.68287426,-0.13568822,0.076137364,0.3374963
1000.0,0.6534,1.0,6.75,1.40538,87.612625,0.7395278,-0.2306957,0.08262495,0.36625457
1000.0,0.6534,1.0,7.0,1.40538,81.7746,0.7986789,-0.3302928,0.08946668,0.39658266
1000.0,0.6534,1.0,7.25,1.40538,76.50687,0.8603129,-0.4344987,0.0966682,0.4285056
1000.0,0.6534,1.0,7.5,1.40538,71.74189,0.924403,-0.54331285,0.104233876,0.46204278
