M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
1000.0,0.6534,1.0,-7.5,-2.3423,191.84747,0.37985328,-0.17405604,0.13379303,0.59306896
1000.0,0.6534,1.0,-7.25,-2.3423,194.2052,0.37089193,-0.13856143,0.12930971,0.57319504
1000.0,0.6534,1.0,-7.0,-2.3423,197.14232,0.3610624,-0.10111221,0.12464278,0.5525073
1000.0,0.6534,1.0,-6.75,-2.3423,200.72508,0.35036305,-0.0617558,0.11980057,0.53104246
1000.0,0.6534,1.0,-6.5,-2.3423,205.03139,0.33880103,-0.020563146,0.11479389,0.50884855
1000.0,0.6534,1.0,-6.25,-2.3423,210.1532,0.32639346,0.022369424,0.109636195,0.48598522
1000.0,0.6534,1.0,-6.0,-2.3423,216.19962,0.31316835,0.06691866,0.10434368,0.4625242
1000.0,0.6534,1.0,-5.75,-2.3423,223.30061,0.29916537,0.11293329,0.09893532,0.43854967
1000.0,0.6534,1.0,-5.5,-2.3423,231.61172,0.28443658,0.16023341,0.09343293,0.41415828
1000.0,0.6534,1.0,-5.25,-2.3423,241.32004,0.26904696,0.20861049,0.08786107,0.3894589
1000.0,0.6534,1.0,-5.0,-2.3423,252.65144,0.2530746,0.25782835,0.082246974,0.3645723
1000.0,0.6534,1.0,-4.75,-2.3423,265.8797,0.236611,0.30762514,0.0766205,0.33963072
1000.0,0.6534,1.0,-4.5,-2.3423,281.336,0.21976207,0.35771888,0.07101427,0.31477895
1000.0,0.6534,1.0,-4.25,-2.3423,265.18924,0.20414269,0.3603609,0.073247194,0.32467666
1000.0,0.6534,1.0,-4.0,-2.3423,209.66473,0.19086461,0.2796142,0.08913069,0.39508507
1000.0,0.6534,1.0,-3.75,-2.3423,183.28183,0.17622341,0.2366219,0.09886354,0.4382287
1000.0,0.6534,1.0,-3.5,-2.3423,164.56213,0.16110648,0.20362967,0.10698673,0.474237
1000.0,0.6534,1.0,-3.25,-2.3423,149.85493,0.1457164,0.17582606,0.11427924,0.506563
1000.0,0.6534,1.0,-3.0,-2.3423,137.72392,0.13018824,0.15133175,0.121035896,0.5365137
1000.0,0.6534,1.0,-2.75,-2.3423,127.43598,0.1146514,0.12922387,0.12739083,0.5646836
1000.0,0.6534,1.0,-2.5,-2.3423,118.560616,0.099247575,0.10900699,0.13340388,0.59133804
1000.0,0.6534,1.0,-2.25,-2.3423,110.82165,0.0841387,0.090416536,0.13909245,0.6165541
1000.0,0.6534,1.0,-2.0,-2.3423,104.030876,0.06951105,0.07333079,0.1444457,0.64028376
1000.0,0.6534,1.0,-1.75,-2.3423,98.05448,0.055577405,0.057726447,0.14943169,0.6623854
1000.0,0.6534,1.0,-1.5,-2.3423,92.79443,0.042577278,0.0436535,0.15400158,0.68264264
1000.0,0.6534,1.0,-1.25,-2.3423,88.177505,0.0307752,0.031219333,0.15809262,0.7007772
1000.0,0.6534,1.0,-1.0,-2.3423,84.14852,0.020456683,0.020576991,0.16163078,0.71646094
1000.0,0.6534,1.0,-0.75,-2.3423,80.665955,0.011921425,0.011914863,0.16453367,0.7293288
1000.0,0.6534,1.0,-0.5,-2.3423,77.69918,0.0054735937,0.0054463344,0.16671397,0.7389935
1000.0,0.6534,1.0,-0.25,-2.3423,75.22661,0.0014090693,0.0013985357,0.16808335,0.7450636
1000.0,0.6534,1.0,0.0,-2.3423,73.23464,0.0,0.0,0.16855729,0.7471645
1000.0,0.6534,1.0,0.25,-2.3423,71.7171,0.0014773994,0.0014674882,0.16806017,0.74496084
1000.0,0.6534,1.0,0.5,-2.3423,70.67525,0.0060130004,0.005992803,0.1665306,0.7381806
1000.0,0.6534,1.0,0.75,-2.3423,70.11821,0.013701997,0.013730854,0.16392627,0.72663635
1000.0,0.6534,1.0,1.0,-2.3423,70.06407,0.02454853,0.024790635,0.16022809,0.71024317
1000.0,0.6534,1.0,1.25,-2.3423,70.54173,0.038455732,0.039230995,0.15544234,0.6890292
1000.0,0.6534,1.0,1.5,-2.3423,71.59389,0.055221684,0.057063196,0.14960116,0.6631367
1000.0,0.6534,1.0,1.75,-2.3423,73.28185,0.07454189,0.07826236,0.14276004,0.6328117
1000.0,0.6534,1.0,2.0,-2.3423,75.69342,0.09601773,0.10279036,0.13499257,0.5983805
1000.0,0.6534,1.0,2.25,-2.3423,78.956276,0.11916889,0.13063426,0.12638187,0.5602115
1000.0,0.6534,1.0,2.5,-2.3423,83.26213,0.14344624,0.1618691,0.11700779,0.5186585
1000.0,0.6534,1.0,2.75,-2.3423,88.914246,0.16823848,0.1967668,0.10692734,0.47397444
1000.0,0.6534,1.0,3.0,-2.3423,96.43225,0.19285966,0.23601279,0.096140206,0.4261577
1000.0,0.6534,1.0,3.25,-2.3423,106.82855,0.21648066,0.28123814,0.08451026,0.37460503
1000.0,0.6534,1.0,3.5,-2.3423,122.596344,0.23784776,0.33683997,0.07150514,0.31695646
1000.0,0.6534,1.0,3.75,-2.3423,155.40173,0.25318035,0.42365336,0.054238282,0.24041656
1000.0,0.6534,1.0,4.0,-2.3423,175.5956,0.27494055,0.4477324,0.04644666,0.20587826
