M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
3000.0,0.6534,3.0,-2.5,-1.40538,673.69293,0.46532738,0.51973057,0.0024649324,0.011073759
3000.0,0.6534,3.0,-2.41667,-1.40538,622.0527,0.46688595,0.5169928,0.0026618552,0.011958438
3000.0,0.6534,3.0,-2.33333,-1.40538,573.5296,0.4682572,0.51432174,0.0028789004,0.012933518
3000.0,0.6534,3.0,-2.25,-1.40538,527.91626,0.4694404,0.5117007,0.0031189793,0.014012077
3000.0,0.6534,3.0,-2.16667,-1.40538,485.01505,0.47043267,0.50911134,0.0033856283,0.015210004
3000.0,0.6534,3.0,-2.08333,-1.40538,444.65262,0.4712281,0.50653434,0.0036830737,0.016546283
3000.0,0.6534,3.0,-2.0,-1.40538,406.68982,0.47181726,0.5039493,0.0040162723,0.018043185
3000.0,0.6534,3.0,-1.91667,-1.40538,370.98953,0.47218728,0.5013325,0.004391336,0.019728167
3000.0,0.6534,3.0,-1.83333,-1.40538,337.4304,0.47232056,0.49865696,0.00481572,0.02163472
3000.0,0.6534,3.0,-1.75,-1.40538,305.91547,0.47219408,0.49589184,0.0052984054,0.023803195
3000.0,0.6534,3.0,-1.66667,-1.40538,276.3468,0.47177783,0.4929995,0.0058506797,0.026284298
3000.0,0.6534,3.0,-1.58333,-1.40538,248.63692,0.47103307,0.48993415,0.0064866566,0.029141435
3000.0,0.6534,3.0,-1.5,-1.40538,222.71689,0.4699099,0.48664057,0.007223872,0.03245339
3000.0,0.6534,3.0,-1.41667,-1.40538,198.51527,0.4683435,0.4830483,0.008084922,0.036321677
3000.0,0.6534,3.0,-1.33333,-1.40538,175.96823,0.466249,0.47906753,0.009098942,0.040877186
3000.0,0.6534,3.0,-1.25,-1.40538,155.02612,0.4635158,0.47458395,0.010303484,0.046288613
3000.0,0.6534,3.0,-1.16667,-1.40538,135.63652,0.4599961,0.46944585,0.01174853,0.05278051
3000.0,0.6534,3.0,-1.08333,-1.40538,117.752846,0.45549104,0.46345103,0.013501021,0.060653612
3000.0,0.6534,3.0,-1.0,-1.40538,101.339355,0.44973177,0.45632842,0.015651064,0.07031272
3000.0,0.6534,3.0,-0.91667,-1.40538,86.358,0.44234535,0.44770294,0.018323515,0.08231876
3000.0,0.6534,3.0,-0.83333,-1.40538,72.7753,0.43280908,0.43705046,0.021693092,0.09745666
3000.0,0.6534,3.0,-0.75,-1.40538,60.566113,0.4203854,0.42363316,0.026006032,0.11683263
3000.0,0.6534,3.0,-0.66667,-1.40538,49.7037,0.40401235,0.40638962,0.031616736,0.14203884
3000.0,0.6534,3.0,-0.58333,-1.40538,40.16509,0.38215965,0.38379148,0.0390357,0.17536868
3000.0,0.6534,3.0,-0.5,-1.40538,31.93361,0.35265967,0.35367513,0.04898581,0.22006975
3000.0,0.6534,3.0,-0.41667,-1.40538,24.99189,0.31256643,0.31310046,0.062449478,0.28055555
3000.0,0.6534,3.0,-0.33333,-1.40538,19.325857,0.25843626,0.25863126,0.08057497,0.36198467
3000.0,0.6534,3.0,-0.25,-1.40538,14.925977,0.1880874,0.18809023,0.104089804,0.46762556
3000.0,0.6534,3.0,-0.16667,-1.40538,11.783101,0.105839744,0.1057856,0.13155395,0.59100884
3000.0,0.6534,3.0,-0.08333,-1.40538,9.891121,0.031507462,0.03148141,0.15636171,0.7024582
3000.0,0.6534,3.0,0.0,-1.40538,9.246928,0.0,0.0,0.1668747,0.74968797
3000.0,0.6534,3.0,0.08333,-1.40538,9.849029,0.031642083,0.031615984,0.15631679,0.7022563
3000.0,0.6534,3.0,0.16667,-1.40538,11.698892,0.10660138,0.10654729,0.1312997,0.5898666
3000.0,0.6534,3.0,0.25,-1.40538,14.799617,0.18969283,0.18969698,0.103553675,0.465217
