M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
3000.0,0.6534,3.0,-2.5,-9.83764,1161.0646,0.2690559,0.29938608,0.07200013,0.32346204
3000.0,0.6534,3.0,-2.41667,-9.83764,1108.283,0.26125175,0.28833693,0.07514684,0.3375987
3000.0,0.6534,3.0,-2.33333,-9.83764,1058.502,0.25304183,0.27713165,0.07838733,0.35215667
3000.0,0.6534,3.0,-2.25,-9.83764,1011.53674,0.24443308,0.26576364,0.081721544,0.36713567
3000.0,0.6534,3.0,-2.16667,-9.83764,967.2077,0.23543137,0.25422552,0.08514972,0.38253683
3000.0,0.6534,3.0,-2.08333,-9.83764,925.35626,0.22604479,0.24251346,0.08867116,0.39835697
3000.0,0.6534,3.0,-2.0,-9.83764,885.85583,0.2162877,0.23063168,0.09228276,0.41458216
3000.0,0.6534,3.0,-1.91667,-9.83764,848.5792,0.2061747,0.21858448,0.095981374,0.43119827
3000.0,0.6534,3.0,-1.83333,-9.83764,813.41327,0.19572428,0.20638075,0.09976242,0.4481847
3000.0,0.6534,3.0,-1.75,-9.83764,780.26843,0.1849635,0.19403905,0.103618294,0.4655073
3000.0,0.6534,3.0,-1.66667,-9.83764,749.05225,0.17392105,0.18157916,0.1075409,0.48312968
3000.0,0.6534,3.0,-1.58333,-9.83764,719.6819,0.16263157,0.16902708,0.11152012,0.5010064
3000.0,0.6534,3.0,-1.5,-9.83764,692.0928,0.15114044,0.15642002,0.11554217,0.5190756
3000.0,0.6534,3.0,-1.41667,-9.83764,666.2166,0.1394962,0.14379795,0.11959228,0.5372707
3000.0,0.6534,3.0,-1.33333,-9.83764,641.99207,0.12775509,0.13120839,0.12365312,0.55551416
3000.0,0.6534,3.0,-1.25,-9.83764,619.3722,0.11598567,0.11871135,0.12770325,0.5737095
3000.0,0.6534,3.0,-1.16667,-9.83764,598.30615,0.10426056,0.10637041,0.13171993,0.5917545
3000.0,0.6534,3.0,-1.08333,-9.83764,578.7487,0.09266071,0.094257265,0.13567768,0.60953474
3000.0,0.6534,3.0,-1.0,-9.83764,560.6657,0.0812793,0.08245574,0.13954696,0.6269176
3000.0,0.6534,3.0,-0.91667,-9.83764,544.01996,0.07021273,0.07105256,0.14329723,0.6437657
3000.0,0.6534,3.0,-0.83333,-9.83764,528.7784,0.059564095,0.060140964,0.14689566,0.6599318
3000.0,0.6534,3.0,-0.75,-9.83764,514.917,0.04944548,0.049823258,0.15030654,0.6752552
3000.0,0.6534,3.0,-0.66667,-9.83764,502.40915,0.03996856,0.040201284,0.15349418,0.68957573
3000.0,0.6534,3.0,-0.58333,-9.83764,491.2321,0.031246673,0.03137877,0.15642238,0.7027307
3000.0,0.6534,3.0,-0.5,-9.83764,481.3697,0.023395082,0.023461804,0.15905419,0.71455413
3000.0,0.6534,3.0,-0.41667,-9.83764,472.8045,0.016521916,0.016549887,0.16135494,0.72489035
3000.0,0.6534,3.0,-0.33333,-9.83764,465.52234,0.010728828,0.010736855,0.16329204,0.73359275
3000.0,0.6534,3.0,-0.25,-9.83764,459.51404,0.0061094696,0.0061095683,0.16483532,0.740526
3000.0,0.6534,3.0,-0.16667,-9.83764,454.77023,0.0027422993,0.002740916,0.16595954,0.7455766
3000.0,0.6534,3.0,-0.08333,-9.83764,451.28455,0.0006905664,0.0006900042,0.16664428,0.7486528
3000.0,0.6534,3.0,0.0,-9.83764,449.05414,0.0,0.0,0.1668747,0.74968797
3000.0,0.6534,3.0,0.08333,-9.83764,448.07727,0.000695504,0.00069494743,0.16664264,0.7486454
3000.0,0.6534,3.0,0.16667,-9.83764,448.35513,0.002781498,0.002780176,0.16594644,0.7455178
3000.0,0.6534,3.0,0.25,-9.83764,449.89114,0.006240041,0.006240437,0.16479167,0.74033
3000.0,0.6534,3.0,0.33333,-9.83764,452.69116,0.011032753,0.011041779,0.16319041,0.73313624
3000.0,0.6534,3.0,0.41667,-9.83764,456.7642,0.01710197,0.017132608,0.16116086,0.72401845
3000.0,0.6534,3.0,0.5,-9.83764,462.1202,0.024369735,0.024442522,0.15872781,0.7130879
3000.0,0.6534,3.0,0.58333,-9.83764,468.77332,0.03274465,0.032888986,0.15592027,0.70047504
3000.0,0.6534,3.0,0.66667,-9.83764,476.74094,0.042123195,0.042378437,0.15277115,0.6863275
3000.0,0.6534,3.0,0.75,-9.83764,486.04056,0.0523889,0.052805204,0.14931752,0.670812
3000.0,0.6534,3.0,0.83333,-9.83764,496.69556,0.063422374,0.06406135,0.14559731,0.65409887
3000.0,0.6534,3.0,0.91667,-9.83764,508.7333,0.075101495,0.07603668,0.1416493,0.6363624
3000.0,0.6534,3.0,1.0,-9.83764,522.18024,0.08729976,0.0886167,0.13751373,0.6177832
3000.0,0.6534,3.0,1.08333,-9.83764,537.07104,0.09989731,0.10169376,0.13322854,0.59853196
3000.0,0.6534,3.0,1.16667,-9.83764,553.4451,0.11277921,0.11516508,0.12883009,0.5787718
3000.0,0.6534,3.0,1.25,-9.83764,571.3405,0.12583235,0.12892935,0.12435417,0.5586636
3000.0,0.6534,3.0,1.33333,-9.83764,590.8061,0.13895608,0.14289771,0.11983239,0.53834945
3000.0,0.6534,3.0,1.41667,-9.83764,611.8969,0.1520586,0.15698995,0.115293466,0.5179582
3000.0,0.6534,3.0,1.5,-9.83764,634.66656,0.16505262,0.17112985,0.1107647,0.49761266
3000.0,0.6534,3.0,1.58333,-9.83764,659.18286,0.17786503,0.18525553,0.1062686,0.47741386
3000.0,0.6534,3.0,1.66667,-9.83764,685.5223,0.19043198,0.1993144,0.10182462,0.45744917
3000.0,0.6534,3.0,1.75,-9.83764,713.7602,0.20269412,0.2132578,0.09745077,0.43779957
3000.0,0.6534,3.0,1.83333,-9.83764,743.99115,0.21460505,0.22705083,0.09316064,0.41852605
3000.0,0.6534,3.0,1.91667,-9.83764,776.32196,0.22612606,0.24066658,0.08896516,0.39967778
3000.0,0.6534,3.0,2.0,-9.83764,810.86035,0.23722132,0.2540809,0.084874354,0.38129976
3000.0,0.6534,3.0,2.08333,-9.83764,847.7405,0.24786547,0.2672815,0.08089451,0.36342022
3000.0,0.6534,3.0,2.16667,-9.83764,887.1148,0.25803834,0.28026247,0.07702996,0.34605867
3000.0,0.6534,3.0,2.25,-9.83764,929.1418,0.2677208,0.29301912,0.0732847,0.329233
3000.0,0.6534,3.0,2.33333,-9.83764,974.0176,0.2769012,0.30555686,0.069659755,0.31294787
3000.0,0.6534,3.0,2.41667,-9.83764,1021.96826,0.28557062,0.31788617,0.066154875,0.2972021
3000.0,0.6534,3.0,2.5,-9.83764,1073.2365,0.29371947,0.33001772,0.062769875,0.2819949
