M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
3000.0,0.6534,1.0,-7.5,-3.27921,1161.0635,0.26905617,0.29938635,0.07200004,0.32346165
3000.0,0.6534,1.0,-7.25,-3.27921,1108.2799,0.2612517,0.28833675,0.075146884,0.3375989
3000.0,0.6534,1.0,-7.0,-3.27921,1058.5029,0.2530424,0.27713236,0.07838711,0.3521557
3000.0,0.6534,1.0,-6.75,-3.27921,1011.5357,0.24443333,0.2657639,0.081721455,0.3671353
3000.0,0.6534,1.0,-6.5,-3.27921,967.20496,0.23543125,0.25422534,0.085149765,0.38253707
3000.0,0.6534,1.0,-6.25,-3.27921,925.3569,0.22604541,0.24251421,0.08867093,0.39835596
3000.0,0.6534,1.0,-6.0,-3.27921,885.8548,0.21628796,0.23063195,0.092282675,0.41458178
3000.0,0.6534,1.0,-5.75,-3.27921,848.5768,0.20617454,0.21858425,0.095981434,0.43119857
3000.0,0.6534,1.0,-5.5,-3.27921,813.41364,0.19572495,0.20638151,0.09976218,0.44818363
3000.0,0.6534,1.0,-5.25,-3.27921,780.26746,0.18496373,0.1940393,0.10361821,0.46550694
3000.0,0.6534,1.0,-5.0,-3.27921,749.05005,0.17392083,0.1815789,0.10754098,0.48313004
3000.0,0.6534,1.0,-4.75,-3.27921,719.682,0.16263224,0.1690278,0.11151989,0.50100535
3000.0,0.6534,1.0,-4.5,-3.27921,692.0918,0.15114065,0.15642025,0.1155421,0.5190752
3000.0,0.6534,1.0,-4.25,-3.27921,666.21466,0.13949594,0.14379765,0.11959237,0.53727114
3000.0,0.6534,1.0,-4.0,-3.27921,641.99207,0.12775576,0.13120909,0.1236529,0.55551314
3000.0,0.6534,1.0,-3.75,-3.27921,619.3712,0.115985855,0.118711546,0.12770319,0.5737092
3000.0,0.6534,1.0,-3.5,-3.27921,598.3044,0.10426026,0.1063701,0.13172004,0.5917549
3000.0,0.6534,1.0,-3.25,-3.27921,578.7485,0.09266133,0.0942579,0.13567747,0.60953385
3000.0,0.6534,1.0,-3.0,-3.27921,560.6648,0.081279434,0.08245588,0.13954692,0.62691736
3000.0,0.6534,1.0,-2.75,-3.27921,544.0184,0.07021242,0.07105223,0.14329733,0.64376616
3000.0,0.6534,1.0,-2.5,-3.27921,528.778,0.05956462,0.060141496,0.14689548,0.659931
3000.0,0.6534,1.0,-2.25,-3.27921,514.916,0.04944557,0.04982335,0.15030651,0.675255
3000.0,0.6534,1.0,-2.0,-3.27921,502.40775,0.039968275,0.04020099,0.15349427,0.68957615
3000.0,0.6534,1.0,-1.75,-3.27921,491.23157,0.031247064,0.031379163,0.15642224,0.7027301
3000.0,0.6534,1.0,-1.5,-3.27921,481.36874,0.023395127,0.023461848,0.15905418,0.7145541
3000.0,0.6534,1.0,-1.25,-3.27921,472.80325,0.016521694,0.016549664,0.16135502,0.7248907
3000.0,0.6534,1.0,-1.0,-3.27921,465.5217,0.010729058,0.010737086,0.16329195,0.73359245
3000.0,0.6534,1.0,-0.75,-3.27921,459.51312,0.0061094817,0.0061095804,0.1648353,0.740526
3000.0,0.6534,1.0,-0.5,-3.27921,454.76917,0.0027421962,0.002740813,0.16595957,0.74557674
3000.0,0.6534,1.0,-0.25,-3.27921,451.28375,0.00069062284,0.00069006067,0.16664426,0.74865276
