M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
1000.0,0.6534,1.0,-7.5,-0.46846,22.076828,2.732291,-1.9309127,0.03353205,0.14864066
1000.0,0.6534,1.0,-7.25,-0.46846,26.868534,2.2366984,-1.4012951,0.027691282,0.12274961
1000.0,0.6534,1.0,-7.0,-0.46846,32.13934,1.8625468,-1.0014513,0.023281952,0.10320384
1000.0,0.6534,1.0,-6.75,-0.46846,37.955746,1.5705438,-0.68939024,0.01984062,0.08794904
1000.0,0.6534,1.0,-6.5,-0.46846,44.395977,1.3367213,-0.43949777,0.017084595,0.07573206
1000.0,0.6534,1.0,-6.25,-0.46846,51.552498,1.1456306,-0.23526362,0.014831656,0.06574517
1000.0,0.6534,1.0,-6.0,-0.46846,59.535152,0.9868673,-0.065568395,0.012959083,0.05744437
1000.0,0.6534,1.0,-5.75,-0.46846,68.47508,0.8531696,0.077349156,0.0113812275,0.050449997
1000.0,0.6534,1.0,-5.5,-0.46846,78.52968,0.73931646,0.19906962,0.010036517,0.04448911
1000.0,0.6534,1.0,-5.25,-0.46846,89.888855,0.6414593,0.30370733,0.008879578,0.039360575
1000.0,0.6534,1.0,-5.0,-0.46846,102.78294,0.55670047,0.39436144,0.007876267,0.034913037
1000.0,0.6534,1.0,-4.75,-0.46846,117.492676,0.48281816,0.47341067,0.007000436,0.031030593
1000.0,0.6534,1.0,-4.5,-0.46846,134.36147,0.41808304,0.54271287,0.0062317806,0.027623229
1000.0,0.6534,1.0,-4.25,-0.46846,153.80865,0.36113557,0.6037522,0.0055544255,0.024620574
1000.0,0.6534,1.0,-4.0,-0.46846,124.00598,0.36132395,0.5983584,0.006504194,0.028830608
1000.0,0.6534,1.0,-3.75,-0.46846,86.82193,0.3911112,0.5560177,0.008641083,0.038302876
1000.0,0.6534,1.0,-3.5,-0.46846,67.40457,0.40502003,0.5303138,0.010641665,0.047170907
1000.0,0.6534,1.0,-3.25,-0.46846,53.91157,0.4125777,0.5097813,0.0128384875,0.0569088
1000.0,0.6534,1.0,-3.0,-0.46846,43.630287,0.41585627,0.49145982,0.015382792,0.068186976
1000.0,0.6534,1.0,-2.75,-0.46846,35.432636,0.4154921,0.47383058,0.018424066,0.081668064
1000.0,0.6534,1.0,-2.5,-0.46846,28.729849,0.4115088,0.45577097,0.02214812,0.098175704
1000.0,0.6534,1.0,-2.25,-0.46846,23.17306,0.40350628,0.43619716,0.026805624,0.11882107
1000.0,0.6534,1.0,-2.0,-0.46846,18.538145,0.3906646,0.41385517,0.032746773,0.14515643
1000.0,0.6534,1.0,-1.75,-0.46846,14.673023,0.37165615,0.38713586,0.040467367,0.17937957
1000.0,0.6534,1.0,-1.5,-0.46846,11.470566,0.34450582,0.35388637,0.050664283,0.2245795
1000.0,0.6534,1.0,-1.25,-0.46846,8.853497,0.30649137,0.31128234,0.06427385,0.2849067
1000.0,0.6534,1.0,-1.0,-0.46846,6.7654233,0.25440788,0.25606787,0.082386695,0.3651956
1000.0,0.6534,1.0,-0.75,-0.46846,5.1652975,0.18616158,0.1861001,0.10571804,0.46861658
1000.0,0.6534,1.0,-0.5,-0.46846,4.0238967,0.10569795,0.105158865,0.13296387,0.5893893
1000.0,0.6534,1.0,-0.25,-0.46846,3.321589,0.031919625,0.031667672,0.15782352,0.6995848
1000.0,0.6534,1.0,0.0,-0.46846,3.0469615,0.0,0.0,0.16855729,0.7471645
1000.0,0.6534,1.0,0.25,-0.46846,3.1960897,0.033170152,0.0329135,0.15740207,0.69771665
1000.0,0.6534,1.0,0.5,-0.46846,3.7723346,0.11272912,0.11219137,0.13058953,0.57886463
1000.0,0.6534,1.0,0.75,-0.46846,4.786638,0.20085062,0.20089309,0.100740455,0.44655243
1000.0,0.6534,1.0,1.0,-0.46846,6.258365,0.27497458,0.2769925,0.075381115,0.33414197
1000.0,0.6534,1.0,1.25,-0.46846,8.216836,0.3302177,0.33576706,0.056133047,0.24882096
1000.0,0.6534,1.0,1.5,-0.46846,10.703811,0.36923784,0.3799037,0.042094022,0.18659009
