M0,g,gv,ch,cl,GammaTot,BRWH,BRWZ,BRlnu,BRjets
3000.0,0.6534,1.0,-7.5,-0.46846,673.69293,0.46532738,0.51973057,0.0024649324,0.011073759
3000.0,0.6534,1.0,-7.25,-0.46846,622.05066,0.466886,0.5169927,0.0026618633,0.011958475
3000.0,0.6534,1.0,-7.0,-0.46846,573.5315,0.46825716,0.51432186,0.002878891,0.012933477
3000.0,0.6534,1.0,-6.75,-0.46846,527.91626,0.4694404,0.5117007,0.0031189793,0.014012077
3000.0,0.6534,1.0,-6.5,-0.46846,485.01337,0.4704327,0.5091113,0.0033856395,0.015210054
3000.0,0.6534,1.0,-6.25,-0.46846,444.65417,0.47122806,0.5065344,0.003683061,0.016546227
3000.0,0.6534,1.0,-6.0,-0.46846,406.68982,0.47181726,0.5039493,0.0040162723,0.018043185
3000.0,0.6534,1.0,-5.75,-0.46846,370.98816,0.47218728,0.5013324,0.004391352,0.019728238
3000.0,0.6534,1.0,-5.5,-0.46846,337.43167,0.47232056,0.49865708,0.004815702,0.021634638
3000.0,0.6534,1.0,-5.25,-0.46846,305.91547,0.47219408,0.49589184,0.0052984054,0.023803195
3000.0,0.6534,1.0,-5.0,-0.46846,276.34564,0.47177783,0.49299937,0.0058507035,0.026284404
3000.0,0.6534,1.0,-4.75,-0.46846,248.638,0.4710331,0.48993427,0.006486629,0.029141312
3000.0,0.6534,1.0,-4.5,-0.46846,222.71689,0.4699099,0.48664057,0.007223872,0.03245339
3000.0,0.6534,1.0,-4.25,-0.46846,198.51433,0.4683434,0.48304814,0.008084959,0.036321845
3000.0,0.6534,1.0,-4.0,-0.46846,175.9691,0.46624908,0.4790677,0.009098899,0.04087699
3000.0,0.6534,1.0,-3.75,-0.46846,155.02612,0.4635158,0.47458395,0.010303484,0.046288613
3000.0,0.6534,1.0,-3.5,-0.46846,135.63579,0.45999596,0.46944562,0.011748593,0.052780796
3000.0,0.6534,1.0,-3.25,-0.46846,117.75353,0.45549124,0.46345127,0.013500944,0.06065326
3000.0,0.6534,1.0,-3.0,-0.46846,101.339355,0.44973177,0.45632842,0.015651064,0.07031272
3000.0,0.6534,1.0,-2.75,-0.46846,86.35744,0.44234502,0.4477026,0.018323634,0.0823193
3000.0,0.6534,1.0,-2.5,-0.46846,72.77581,0.43280953,0.43705094,0.02169294,0.09745597
3000.0,0.6534,1.0,-2.25,-0.46846,60.566113,0.4203854,0.42363316,0.026006032,0.11683263
3000.0,0.6534,1.0,-2.0,-0.46846,49.703293,0.40401158,0.40638885,0.031616993,0.14204
3000.0,0.6534,1.0,-1.75,-0.46846,40.165443,0.38216066,0.3837925,0.03903536,0.17536715
3000.0,0.6534,1.0,-1.5,-0.46846,31.93361,0.35265967,0.35367513,0.04898581,0.22006975
3000.0,0.6534,1.0,-1.25,-0.46846,24.991638,0.31256455,0.31309858,0.0624501,0.28055835
3000.0,0.6534,1.0,-1.0,-0.46846,19.326057,0.25843874,0.25863373,0.08057413,0.36198094
3000.0,0.6534,1.0,-0.75,-0.46846,14.925977,0.1880874,0.18809023,0.104089804,0.46762556
3000.0,0.6534,1.0,-0.5,-0.46846,11.783,0.105836414,0.10578227,0.13155507,0.5910138
3000.0,0.6534,1.0,-0.25,-0.46846,9.891171,0.03150982,0.03148377,0.15636092,0.7024547
3000.0,0.6534,1.0,0.0,-0.46846,9.246928,0.0,0.0,0.1668747,0.74968797
3000.0,0.6534,1.0,0.25,-0.46846,9.849078,0.031644456,0.031618357,0.156316,0.7022528
3000.0,0.6534,1.0,0.5,-0.46846,11.698792,0.10659801,0.10654392,0.13130082,0.58987164
3000.0,0.6534,1.0,0.75,-0.46846,14.799617,0.18969283,0.18969698,0.103553675,0.465217
3000.0,0.6534,1.0,1.0,-0.46846,19.157501,0.26071203,0.26091135,0.07981456,0.35856855
3000.0,0.6534,1.0,1.25,-0.46846,24.780842,0.31522298,0.315766,0.061561175,0.27656484
3000.0,0.6534,1.0,1.5,-0.46846,31.68055,0.355477,0.35650742,0.048042838,0.21583343
3000.0,0.6534,1.0,1.75,-0.46846,39.870136,0.38499287,0.38664678,0.038086224,0.17110315
3000.0,0.6534,1.0,2.0,-0.46846,49.36582,0.4067772,0.40918458,0.030688731,0.13786975
3000.0,0.6534,1.0,2.25,-0.46846,60.186657,0.4230425,0.42632943,0.02511247,0.112818286
3000.0,0.6534,1.0,2.5,-0.46846,72.35469,0.43533933,0.43962994,0.020840183,0.09362495
3000.0,0.6534,1.0,2.75,-0.46846,85.89515,0.44474167,0.45015964,0.017513448,0.078679524
3000.0,0.6534,1.0,3.0,-0.46846,100.83664,0.4519963,0.4586659,0.014882877,0.06686162
3000.0,0.6534,1.0,3.25,-0.46846,117.21142,0.45762825,0.46567518,0.012772985,0.057382897
3000.0,0.6534,1.0,3.5,-0.46846,135.0557,0.46201158,0.4715637,0.011058546,0.04968074
3000.0,0.6534,1.0,3.75,-0.46846,154.40993,0.46541664,0.47660464,0.009648836,0.043347593
3000.0,0.6534,1.0,4.0,-0.46846,175.31926,0.4680417,0.4809995,0.008477145,0.038083747
3000.0,0.6534,1.0,4.25,-0.46846,197.83395,0.47003382,0.48489934,0.007493703,0.033665612
3000.0,0.6534,1.0,4.5,-0.46846,222.00996,0.47150362,0.48841912,0.0066608703,0.029924095
3000.0,0.6534,1.0,4.75,-0.46846,247.9095,0.47253492,0.49164772,0.005949815,0.026729664
3000.0,0.6534,1.0,5.0,-0.46846,275.6018,0.47319192,0.4946549,0.005338186,0.023981908
3000.0,0.6534,1.0,5.25,-0.46846,305.16394,0.47352394,0.49749628,0.004808465,0.021602126
3000.0,0.6534,1.0,5.5,-0.46846,336.68185,0.47356904,0.50021696,0.0043467768,0.019527983
3000.0,0.6534,1.0,5.75,-0.46846,370.2516,0.47335652,0.502854,0.003942027,0.017709639
3000.0,0.6534,1.0,6.0,-0.46846,405.98056,0.47290885,0.5054387,0.0035852662,0.016106881
3000.0,0.6534,1.0,6.25,-0.46846,443.9894,0.47224295,0.5079977,0.0032692112,0.014686998
3000.0,0.6534,1.0,6.5,-0.46846,484.41388,0.4713712,0.5105544,0.0029878924,0.013423167
3000.0,0.6534,1.0,6.75,-0.46846,527.4074,0.47030225,0.51312965,0.0027363782,0.012293235
3000.0,0.6534,1.0,7.0,-0.46846,573.14404,0.46904138,0.5157428,0.0025105681,0.011278777
3000.0,0.6534,1.0,7.25,-0.46846,621.82214,0.467591,0.518412,0.0023070283,0.010364371
3000.0,0.6534,1.0,7.5,-0.46846,673.66907,0.46595076,0.5211549,0.002122867,0.009537023
