M0,g,gv,ch,cl,GammaTot,BRWW,BRhZ,BRll,BRnunu,BRtt,BRjets
2000.0,0.6534,1.0,-7.5,0.93692,704.927,0.5759431,0.39428437,0.0025660149,0.0036167474,0.003688893,0.022306746
2000.0,0.6534,1.0,-7.25,0.93692,608.5705,0.56041986,0.40473717,0.0029946947,0.004244799,0.0043128836,0.026106136
2000.0,0.6534,1.0,-7.0,0.93692,534.121,0.5475642,0.41238856,0.0034342965,0.00489002,0.0049531274,0.030005755
2000.0,0.6534,1.0,-6.75,0.93692,473.2895,0.536314,0.41814023,0.0038984085,0.005572262,0.0056293868,0.034125872
2000.0,0.6534,1.0,-6.5,0.93692,421.90488,0.526105,0.4224397,0.0043968856,0.0063060154,0.0063560237,0.038553994
2000.0,0.6534,1.0,-6.25,0.93692,377.53757,0.5165836,0.42553493,0.0049386034,0.0071044043,0.0071459953,0.043369148
2000.0,0.6534,1.0,-6.0,0.93692,338.6353,0.5075007,0.42756775,0.005532588,0.007980828,0.008012494,0.04865184
2000.0,0.6534,1.0,-5.75,0.93692,304.14056,0.49866244,0.42861488,0.0061886567,0.008949904,0.008969883,0.054489788
2000.0,0.6534,1.0,-5.5,0.93692,273.29782,0.48990473,0.42870802,0.0069179074,0.0100281825,0.010034406,0.06098221
2000.0,0.6534,1.0,-5.25,0.93692,245.54749,0.48107785,0.42784366,0.00773317,0.011234832,0.011224853,0.06824392
2000.0,0.6534,1.0,-5.0,0.93692,220.46298,0.47203568,0.42598808,0.008649496,0.01259236,0.012563273,0.07640967
2000.0,0.6534,1.0,-4.75,0.93692,197.7115,0.46262783,0.42307857,0.009684709,0.014127447,0.014075786,0.0856391
2000.0,0.6534,1.0,-4.5,0.93692,177.02849,0.45269254,0.4190229,0.01086005,0.015871922,0.015793528,0.09612258
2000.0,0.6534,1.0,-4.25,0.93692,158.20027,0.44204998,0.41369665,0.012200947,0.017863914,0.017753785,0.10808807
2000.0,0.6534,1.0,-4.0,0.93692,141.05205,0.43049535,0.40693945,0.013737903,0.020149207,0.020001294,0.121809155
2000.0,0.6534,1.0,-3.75,0.93692,125.43929,0.41779196,0.39854982,0.015507509,0.022782773,0.022589738,0.1376142
2000.0,0.6534,1.0,-3.5,0.93692,111.241394,0.40366372,0.3882794,0.017553534,0.02583044,0.025583351,0.15589616
2000.0,0.6534,1.0,-3.25,0.93692,98.35706,0.38778844,0.3758271,0.019927964,0.029370485,0.029058462,0.17712204
2000.0,0.6534,1.0,-3.0,0.93692,86.70068,0.36979294,0.360835,0.022691734,0.0334948,0.033104576,0.2018397
2000.0,0.6534,1.0,-2.75,0.93692,76.19968,0.34925294,0.34288922,0.025914632,0.03830882,0.03782426,0.23067711
2000.0,0.6534,1.0,-2.5,0.93692,66.792336,0.32570395,0.32153127,0.02967341,0.043928824,0.04333042,0.2643259
2000.0,0.6534,1.0,-2.25,0.93692,58.426178,0.29867196,0.29629037,0.034046464,0.05047408,0.04973854,0.30349395
2000.0,0.6534,1.0,-2.0,0.93692,51.056637,0.26774055,0.2667523,0.039102413,0.05804991,0.05714998,0.34880367
2000.0,0.6534,1.0,-1.75,0.93692,44.64603,0.23267598,0.23268828,0.04487881,0.06671593,0.06562084,0.40060166
2000.0,0.6534,1.0,-1.5,0.93692,39.162704,0.19363585,0.19426924,0.05134679,0.07643312,0.07511011,0.45864165
2000.0,0.6534,1.0,-1.25,0.93692,34.580387,0.15147302,0.15237804,0.058359604,0.086986445,0.085404195,0.52162313
2000.0,0.6534,1.0,-1.0,0.93692,30.877655,0.108096056,0.10897959,0.065591805,0.097893015,0.0960275,0.5866437
2000.0,0.6534,1.0,-0.75,0.93692,28.037516,0.06673853,0.06739757,0.072494075,0.1083329,0.10617577,0.64878994
2000.0,0.6534,1.0,-0.5,0.93692,26.047092,0.03185202,0.032205105,0.078312,0.117175214,0.114743,0.7012997
2000.0,0.6534,1.0,-0.25,0.93692,24.897373,0.008318842,0.008417076,0.082220085,0.12317697,0.12051719,0.7367571
