M0,g,gv,ch,cl,GammaTot,BRWW,BRhZ,BRll,BRnunu,BRtt,BRjets
2000.0,0.6534,3.0,-2.5,-2.81075,673.9101,0.56003183,0.3977,0.0034501336,0.005424256,0.0051353225,0.03166871
2000.0,0.6534,3.0,-2.41667,-2.81075,591.5063,0.5467142,0.40551767,0.0039054134,0.0061201937,0.0058070095,0.035789847
2000.0,0.6534,3.0,-2.33333,-2.81075,524.6397,0.5351533,0.41137812,0.0043775407,0.0068411063,0.0065033045,0.04006113
2000.0,0.6534,3.0,-2.25,-2.81075,468.3816,0.5247289,0.41577616,0.004876918,0.007602883,0.0072395527,0.044576705
2000.0,0.6534,3.0,-2.16667,-2.81075,419.9112,0.51506263,0.4189848,0.0054122745,0.008418798,0.00802861,0.049415372
2000.0,0.6534,3.0,-2.08333,-2.81075,377.4546,0.5058961,0.42116186,0.0059919776,0.009301536,0.008882789,0.05465256
2000.0,0.6534,3.0,-2.0,-2.81075,339.82913,0.4970376,0.42239666,0.006624548,0.010263975,0.009814615,0.06036496
2000.0,0.6534,3.0,-1.91667,-2.81075,306.1837,0.48832715,0.42273423,0.0073195645,0.011320568,0.01083816,0.066638716
2000.0,0.6534,3.0,-1.83333,-2.81075,275.89178,0.47962344,0.4221855,0.008087896,0.012487694,0.011969387,0.07357151
2000.0,0.6534,3.0,-1.75,-2.81075,248.48753,0.4707962,0.4207339,0.008941798,0.013783797,0.013226284,0.081273414
2000.0,0.6534,3.0,-1.66667,-2.81075,223.59909,0.46171218,0.41833732,0.009895903,0.015230879,0.014630327,0.08987578
2000.0,0.6534,3.0,-1.58333,-2.81075,200.93178,0.45223182,0.4149282,0.010967504,0.016854925,0.016206887,0.09953381
2000.0,0.6534,3.0,-1.5,-2.81075,180.25545,0.44220695,0.41041407,0.012176706,0.018686108,0.017985452,0.11042782
2000.0,0.6534,3.0,-1.41667,-2.81075,161.37459,0.4314684,0.40467238,0.01354789,0.020761004,0.020001773,0.12277641
2000.0,0.6534,3.0,-1.33333,-2.81075,144.12784,0.41982305,0.39754733,0.01511022,0.023123318,0.022298604,0.136841
2000.0,0.6534,3.0,-1.25,-2.81075,128.38628,0.40705225,0.38884863,0.016897906,0.02582427,0.024926081,0.15292801
2000.0,0.6534,3.0,-1.16667,-2.81075,114.035706,0.39289722,0.37834102,0.018952291,0.028925702,0.027944777,0.17140765
2000.0,0.6534,3.0,-1.08333,-2.81075,100.9798,0.37705654,0.36574093,0.021322358,0.032500792,0.031426422,0.19271822
2000.0,0.6534,3.0,-1.0,-2.81075,89.14096,0.35918874,0.3507187,0.02406435,0.036633432,0.035453346,0.21736263
2000.0,0.6534,3.0,-0.91667,-2.81075,78.44865,0.33890146,0.33289078,0.027243348,0.041420523,0.040120758,0.24592225
2000.0,0.6534,3.0,-0.83333,-2.81075,68.84282,0.31576616,0.31183356,0.03093092,0.046968333,0.04553327,0.2790356
2000.0,0.6534,3.0,-0.75,-2.81075,60.275356,0.28935605,0.28712225,0.035198756,0.053382825,0.05179551,0.3173408
2000.0,0.6534,3.0,-0.66667,-2.81075,52.701992,0.25929028,0.2583781,0.040111076,0.060758095,0.05900096,0.36140698
2000.0,0.6534,3.0,-0.58333,-2.81075,46.08538,0.22535294,0.22539006,0.045704577,0.06914611,0.06720248,0.41155407
2000.0,0.6534,3.0,-0.5,-2.81075,40.396217,0.18769601,0.18832245,0.051954173,0.078505225,0.07636202,0.46754512
2000.0,0.6534,3.0,-0.41667,-2.81075,35.60786,0.14709288,0.14797689,0.058729846,0.08863557,0.08628743,0.5282
2000.0,0.6534,3.0,-0.33333,-2.81075,31.698765,0.105289906,0.10615208,0.06573706,0.09909019,0.096545205,0.59086233
2000.0,0.6534,3.0,-0.25,-2.81075,28.653011,0.06530407,0.06594917,0.07246595,0.10910005,0.106386356,0.65094787
2000.0,0.6534,3.0,-0.16667,-2.81075,26.45722,0.03135947,0.031707056,0.07820137,0.11759112,0.11476181,0.7020404
2000.0,0.6534,3.0,-0.08333,-2.81075,25.102207,0.008250312,0.008347722,0.082130134,0.12334731,0.12048026,0.73685956
2000.0,0.6534,3.0,0.0,-2.81075,24.582878,0.0,0.0,0.083567746,0.12535162,0.122541025,0.74929684
2000.0,0.6534,3.0,0.08333,-2.81075,24.897171,0.0083182445,0.008416472,0.08222018,0.123177126,0.120517336,0.736758
2000.0,0.6534,3.0,0.16667,-2.81075,26.046982,0.031853434,0.03220653,0.07831177,0.11717486,0.11474265,0.70129764
2000.0,0.6534,3.0,0.25,-2.81075,28.037344,0.06673894,0.06739799,0.07249401,0.1083328,0.106175676,0.64878935
2000.0,0.6534,3.0,0.33333,-2.81075,30.877352,0.10809494,0.108978465,0.06559199,0.0978933,0.09602778,0.58664536
2000.0,0.6534,3.0,0.41667,-2.81075,34.58038,0.15147549,0.15238053,0.058359195,0.08698583,0.08540359,0.52161944
2000.0,0.6534,3.0,0.5,-2.81075,39.162533,0.19363669,0.19427009,0.05134665,0.076432906,0.07510991,0.4586404
2000.0,0.6534,3.0,0.58333,-2.81075,44.645622,0.23267537,0.2326877,0.04487891,0.06671608,0.06562098,0.40060252
2000.0,0.6534,3.0,0.66667,-2.81075,51.056744,0.26774275,0.26675445,0.039102048,0.058049366,0.057149448,0.34880042
2000.0,0.6534,3.0,0.75,-2.81075,58.42601,0.2986728,0.29629123,0.034046322,0.050473865,0.04973833,0.30349267
2000.0,0.6534,3.0,0.83333,-2.81075,66.79182,0.32570374,0.32153115,0.029673437,0.043928865,0.04333046,0.26432613
2000.0,0.6534,3.0,0.91667,-2.81075,76.19991,0.34925458,0.34289074,0.025914367,0.038308427,0.03782387,0.23067473
2000.0,0.6534,3.0,1.0,-2.81075,86.700516,0.36979365,0.36083567,0.022691617,0.033494625,0.033104405,0.20183866
2000.0,0.6534,3.0,1.08333,-2.81075,98.35641,0.38778844,0.37582716,0.019927958,0.029370477,0.029058455,0.177122
2000.0,0.6534,3.0,1.16667,-2.81075,111.241776,0.40366492,0.38828042,0.017553348,0.025830163,0.02558308,0.15589449
2000.0,0.6534,3.0,1.25,-2.81075,125.439125,0.4177925,0.39855033,0.01550742,0.02278264,0.022589607,0.1376134
2000.0,0.6534,3.0,1.33333,-2.81075,141.05124,0.43049538,0.40693963,0.013737887,0.020149183,0.020001272,0.12180902
2000.0,0.6534,3.0,1.41667,-2.81075,158.20084,0.44205087,0.4136973,0.012200816,0.017863719,0.017753594,0.1080869
2000.0,0.6534,3.0,1.5,-2.81075,177.02834,0.45269296,0.41902328,0.010859983,0.015871823,0.015793432,0.09612198
2000.0,0.6534,3.0,1.58333,-2.81075,197.71048,0.46262783,0.42307878,0.009684692,0.014127423,0.014075762,0.08563895
2000.0,0.6534,3.0,1.66667,-2.81075,220.46378,0.4720364,0.42598847,0.008649402,0.012592222,0.012563136,0.07640883
2000.0,0.6534,3.0,1.75,-2.81075,245.54732,0.48107815,0.42784393,0.0077331206,0.011234758,0.01122478,0.068243474
2000.0,0.6534,3.0,1.83333,-2.81075,273.29648,0.48990467,0.42870826,0.0069178934,0.010028162,0.010034385,0.060982086
2000.0,0.6534,3.0,1.91667,-2.81075,304.1417,0.49866304,0.4286151,0.0061885887,0.008949803,0.008969784,0.054489184
2000.0,0.6534,3.0,2.0,-2.81075,338.63516,0.50750095,0.42756796,0.0055325516,0.007980774,0.008012441,0.048651516
2000.0,0.6534,3.0,2.08333,-2.81075,377.53577,0.51658344,0.4255352,0.004938593,0.0071043894,0.007145981,0.04336906
2000.0,0.6534,3.0,2.16667,-2.81075,421.90662,0.5261055,0.42243972,0.0043968353,0.006305942,0.0063559506,0.03855355
2000.0,0.6534,3.0,2.25,-2.81075,473.2893,0.5363142,0.41814038,0.0038983822,0.0055722236,0.0056293486,0.03412564
2000.0,0.6534,3.0,2.33333,-2.81075,534.1181,0.5475639,0.41238895,0.0034342913,0.004890013,0.00495312,0.03000571
2000.0,0.6534,3.0,2.41667,-2.81075,608.5736,0.5604205,0.40473694,0.0029946573,0.004244744,0.004312829,0.026105804
2000.0,0.6534,3.0,2.5,-2.81075,704.9268,0.57594323,0.39428446,0.0025659974,0.0036167223,0.003688868,0.022306591
