M0,g,gv,ch,cl,GammaTot,BRWW,BRhZ,BRll,BRnunu,BRtt,BRjets
4000.0,0.6534,3.0,-2.5,-5.62151,1019.6872,0.41027823,0.3885093,0.016739858,0.025228811,0.02500799,0.1508739
4000.0,0.6534,3.0,-2.41667,-5.62151,961.33594,0.4033543,0.38351312,0.017733062,0.026721125,0.026490266,0.15981188
4000.0,0.6534,3.0,-2.33333,-5.62151,905.648,0.3960423,0.37802958,0.018799262,0.028322954,0.028081432,0.1694063
4000.0,0.6534,3.0,-2.25,-5.62151,852.5463,0.38830465,0.37202293,0.019944575,0.03004346,0.029790604,0.17971207
4000.0,0.6534,3.0,-2.16667,-5.62151,801.9407,0.38009825,0.36545235,0.021176012,0.03189315,0.031628236,0.19079223
4000.0,0.6534,3.0,-2.08333,-5.62151,753.7484,0.37137672,0.35827342,0.022501143,0.03388336,0.033605617,0.2027148
4000.0,0.6534,3.0,-2.0,-5.62151,707.91,0.36209393,0.3504412,0.023927571,0.036025476,0.03573408,0.21554808
4000.0,0.6534,3.0,-1.91667,-5.62151,664.3535,0.35219792,0.34190524,0.025463844,0.038332295,0.038026363,0.22936882
4000.0,0.6534,3.0,-1.83333,-5.62151,623.0135,0.3416341,0.33261222,0.027118968,0.040817294,0.04049589,0.24425794
4000.0,0.6534,3.0,-1.75,-5.62151,583.8434,0.3303501,0.3225104,0.028901642,0.043493483,0.043155633,0.26029354
4000.0,0.6534,3.0,-1.66667,-5.62151,546.78613,0.31828916,0.31154397,0.03082127,0.046374924,0.046019588,0.27756006
4000.0,0.6534,3.0,-1.58333,-5.62151,511.7894,0.30539507,0.29965758,0.03288717,0.049475547,0.049101654,0.2961411
4000.0,0.6534,3.0,-1.5,-5.62151,478.81714,0.29161945,0.2868032,0.0351074,0.05280737,0.052413817,0.3161089
4000.0,0.6534,3.0,-1.41667,-5.62151,447.82388,0.27691555,0.27293473,0.037489735,0.056381967,0.05596765,0.33753318
4000.0,0.6534,3.0,-1.33333,-5.62151,418.7684,0.26124623,0.25801593,0.040040318,0.060208485,0.059772294,0.3604689
4000.0,0.6534,3.0,-1.25,-5.62151,391.62277,0.24459553,0.24203144,0.042761803,0.06429078,0.063831665,0.38493955
4000.0,0.6534,3.0,-1.16667,-5.62151,366.35132,0.2269639,0.22498296,0.04565404,0.06862853,0.068145506,0.41094357
4000.0,0.6534,3.0,-1.08333,-5.62151,342.92203,0.20838152,0.20690233,0.04871191,0.0732139,0.07270613,0.4384344
4000.0,0.6534,3.0,-1.0,-5.62151,321.3136,0.18892513,0.18786831,0.051922493,0.078027375,0.077494234,0.46729547
4000.0,0.6534,3.0,-0.91667,-5.62151,301.49878,0.16871545,0.16800469,0.05526545,0.083038285,0.08247941,0.49734342
4000.0,0.6534,3.0,-0.83333,-5.62151,283.45334,0.14793493,0.14749788,0.058710076,0.08820041,0.08761581,0.52830166
4000.0,0.6534,3.0,-0.75,-5.62151,267.16177,0.12684633,0.12661573,0.062212177,0.093447305,0.09283747,0.5597724
4000.0,0.6534,3.0,-0.66667,-5.62151,252.60399,0.105786234,0.10570131,0.06571513,0.09869386,0.09805986,0.59124595
4000.0,0.6534,3.0,-0.58333,-5.62151,239.76288,0.08517606,0.08518388,0.06914802,0.10383363,0.10317721,0.62208444
4000.0,0.6534,3.0,-0.5,-5.62151,228.62779,0.065525465,0.06558222,0.07242512,0.10873791,0.10806158,0.65151674
4000.0,0.6534,3.0,-0.41667,-5.62151,219.18529,0.047402877,0.047474977,0.07545078,0.11326323,0.112570316,0.67868274
4000.0,0.6534,3.0,-0.33333,-5.62151,211.4246,0.031416737,0.03148134,0.07812259,0.117256045,0.11655069,0.702662
4000.0,0.6534,3.0,-0.25,-5.62151,205.33958,0.018180875,0.018225828,0.08033724,0.120561555,0.119848646,0.7225259
4000.0,0.6534,3.0,-0.16667,-5.62151,200.92291,0.00825345,0.008276311,0.08200073,0.12303903,0.12232408,0.73743016
4000.0,0.6534,3.0,-0.08333,-5.62151,198.16994,0.002091032,0.0020971973,0.08303615,0.12457344,0.12386236,0.74668413
4000.0,0.6534,3.0,0.0,-5.62151,197.07863,0.0,0.0,0.08339181,0.12508772,0.12438657,0.7498246
4000.0,0.6534,3.0,0.08333,-5.62151,197.64766,0.0020965573,0.0021027392,0.083048046,0.124552794,0.1238675,0.74667585
4000.0,0.6534,3.0,0.16667,-5.62151,199.87825,0.0082965875,0.00831957,0.08201886,0.12299017,0.122326195,0.7373654
4000.0,0.6534,3.0,0.25,-5.62151,203.77254,0.018320719,0.01836601,0.08035112,0.12047059,0.119832724,0.722316
4000.0,0.6534,3.0,0.33333,-5.62151,209.3351,0.031730477,0.03179567,0.07811851,0.11710494,0.116497084,0.7021912
4000.0,0.6534,3.0,0.41667,-5.62151,216.57317,0.04797508,0.04804784,0.075413615,0.113032386,0.1124575,0.6778243
4000.0,0.6534,3.0,0.5,-5.62151,225.4931,0.06643754,0.066494554,0.07234018,0.10840876,0.10786877,0.65014887
4000.0,0.6534,3.0,0.58333,-5.62151,236.10564,0.08649791,0.08650469,0.069002524,0.1033906,0.10288651,0.62010306
4000.0,0.6534,3.0,0.66667,-5.62151,248.42426,0.10757078,0.10748219,0.06549915,0.09812568,0.09765767,0.5885726
4000.0,0.6534,3.0,0.75,-5.62151,262.45987,0.12912688,0.12888822,0.06191916,0.09274759,0.09231513,0.5563586
4000.0,0.6534,3.0,0.83333,-5.62151,278.2298,0.15072544,0.15027377,0.05833679,0.08736758,0.08696958,0.524128
4000.0,0.6534,3.0,0.91667,-5.62151,295.75433,0.17201258,0.17127813,0.05481168,0.082074955,0.08170992,0.49241683
4000.0,0.6534,3.0,1.0,-5.62151,315.04944,0.1927111,0.1916187,0.051390566,0.07693966,0.07660582,0.4616447
4000.0,0.6534,3.0,1.08333,-5.62151,336.13977,0.2126278,0.21109806,0.048106078,0.072010465,0.07170589,0.4321046
4000.0,0.6534,3.0,1.16667,-5.62151,359.05307,0.23163454,0.22958484,0.04497991,0.06731976,0.06704245,0.403991
4000.0,0.6534,3.0,1.25,-5.62151,383.81143,0.24965005,0.24699557,0.042025857,0.06288807,0.062636,0.37742755
4000.0,0.6534,3.0,1.33333,-5.62151,410.4476,0.26664224,0.26329637,0.039249457,0.058723584,0.05849478,0.35246363
4000.0,0.6534,3.0,1.41667,-5.62151,438.99817,0.28261065,0.27848548,0.036650945,0.05482651,0.054619085,0.32910094
4000.0,0.6534,3.0,1.5,-5.62151,469.4923,0.2975726,0.29257938,0.034227535,0.05119257,0.051004726,0.30731413
4000.0,0.6534,3.0,1.58333,-5.62151,501.9725,0.3115676,0.30561668,0.031972744,0.047811948,0.04764201,0.28704467
4000.0,0.6534,3.0,1.66667,-5.62151,536.4857,0.3246454,0.31764627,0.029878372,0.044672262,0.044518676,0.26821855
4000.0,0.6534,3.0,1.75,-5.62151,573.0699,0.3368576,0.32871923,0.027935877,0.041760627,0.041621953,0.25075874
4000.0,0.6534,3.0,1.83333,-5.62151,611.7793,0.34826386,0.33889425,0.026135415,0.039062224,0.038937144,0.23457657
4000.0,0.6534,3.0,1.91667,-5.62151,652.6734,0.3589243,0.3482303,0.024467062,0.036562122,0.03644944,0.21958269
