M0,g,gv,ch,cl,GammaTot,BRWW,BRhZ,BRll,BRnunu,BRtt,BRjets
4000.0,0.6534,3.0,-2.5,-7.02689,1136.6914,0.3679308,0.34846354,0.023605993,0.03554236,0.03525417,0.21265432
4000.0,0.6534,3.0,-2.41667,-7.02689,1078.1445,0.35955355,0.3419146,0.02485005,0.03741044,0.03711045,0.22384636
4000.0,0.6534,3.0,-2.33333,-7.02689,1022.25635,0.35077927,0.33486643,0.026168866,0.039390597,0.03907822,0.2357104
4000.0,0.6534,3.0,-2.25,-7.02689,968.9505,0.3415816,0.3272945,0.027566694,0.041489195,0.04116382,0.24828465
4000.0,0.6534,3.0,-2.16667,-7.02689,918.13745,0.33193076,0.31917122,0.02904833,0.0437134,0.04337439,0.26161215
4000.0,0.6534,3.0,-2.08333,-7.02689,869.7349,0.32179677,0.3104686,0.030618599,0.046070434,0.045717128,0.27573627
4000.0,0.6534,3.0,-2.0,-7.02689,823.684,0.31115416,0.3011625,0.03228167,0.048566516,0.048198238,0.29069433
4000.0,0.6534,3.0,-1.91667,-7.02689,779.9133,0.2999751,0.29122677,0.034042038,0.05120836,0.05082441,0.3065267
4000.0,0.6534,3.0,-1.83333,-7.02689,738.3574,0.288234,0.28063735,0.035903864,0.05400217,0.053601854,0.3232707
4000.0,0.6534,3.0,-1.75,-7.02689,698.9704,0.27591294,0.26937744,0.037870053,0.05695226,0.05653487,0.34095228
4000.0,0.6534,3.0,-1.66667,-7.02689,661.6953,0.26299495,0.25743157,0.039943334,0.060062673,0.05962752,0.35959584
4000.0,0.6534,3.0,-1.58333,-7.02689,626.48004,0.24946958,0.24479073,0.042125337,0.063335806,0.06288222,0.3792159
4000.0,0.6534,3.0,-1.5,-7.02689,593.2888,0.23534031,0.23145978,0.044415392,0.06677059,0.066297956,0.39980623
4000.0,0.6534,3.0,-1.41667,-7.02689,562.07635,0.22061741,0.21745075,0.04681166,0.07036421,0.069871955,0.42135015
4000.0,0.6534,3.0,-1.33333,-7.02689,532.80145,0.2053254,0.2027902,0.049309906,0.074110225,0.073597886,0.44380933
4000.0,0.6534,3.0,-1.25,-7.02689,505.4365,0.18951218,0.18752824,0.051901985,0.07799635,0.07746355,0.46711028
4000.0,0.6534,3.0,-1.16667,-7.02689,479.9458,0.17324166,0.17173156,0.054577027,0.08200621,0.08145274,0.49115506
4000.0,0.6534,3.0,-1.08333,-7.02689,456.2974,0.15660253,0.15549226,0.057319988,0.08611713,0.08554297,0.5158081
4000.0,0.6534,3.0,-1.0,-7.02689,434.4702,0.13971819,0.13893755,0.060109995,0.09029774,0.08970308,0.5408815
4000.0,0.6534,3.0,-0.91667,-7.02689,414.43692,0.1227376,0.122221135,0.06292184,0.09451014,0.09389545,0.5661484
4000.0,0.6534,3.0,-0.83333,-7.02689,396.1734,0.10584343,0.105531104,0.06572461,0.09870791,0.09807396,0.59133065
4000.0,0.6534,3.0,-0.75,-7.02689,379.66418,0.08925869,0.089096636,0.06848064,0.10283445,0.10218237,0.6160893
4000.0,0.6534,3.0,-0.66667,-7.02689,364.8892,0.07323304,0.07317435,0.07114772,0.10682642,0.10615773,0.6400446
4000.0,0.6534,3.0,-0.58333,-7.02689,351.83133,0.05804492,0.058050297,0.07367876,0.1106132,0.10992981,0.6627735
